folio,foliohog,huespedes,huesp_come,trabaja_do,cuid_perso,lavandero,chofer,cocinero,jardinero,tot_integ,tot_hom,tot_muj
1,1,0, , , , , , , ,1,0,1
2,1,0, , , , , , , ,4,0,4
3,1,0, , , , , , , ,4,2,2
4,1,0, , , , , , , ,1,0,1
5,1,0, , , , , , , ,2,1,1
6,1,0, , , , , , , ,6,2,4
7,1,0, , , , , , , ,2,1,1
8,1,0, , , , , , , ,1,0,1
9,1,0, , , , , , , ,4,1,3
10,1,0, , , , , , , ,2,1,1
11,1,0, , , , , , , ,5,3,2
12,1,0, , , , , , , ,2,2,0
13,1,0, , , , , , , ,6,3,3
14,1,0, , , , , , , ,4,2,2
15,1,0, , , , , , , ,1,0,1
16,1,0, , , , , , , ,1,1,0
17,1,0, , , , , , , ,3,3,0
18,1,0, , , , , , , ,5,1,4
19,1,0, , , , , , , ,4,3,1
20,1,0, , , , , , , ,2,1,1
21,1,0, , , , , , , ,4,1,3
22,1,0, , , , , , , ,1,0,1
23,1,0, , , , , , , ,3,1,2
24,1,0, , , , , , , ,1,0,1
25,1,0, , , , , , , ,3,2,1
26,1,0, , , , , , , ,2,1,1
27,1,0, , , , , , , ,3,1,2
28,1,0, , , , , , , ,3,1,2
29,1,0, , , , , , , ,3,2,1
30,1,0, , , , , , , ,3,2,1
31,1,0, , , , , , , ,1,0,1
32,1,0, , , , , , , ,3,1,2
33,1,0, ,1,2,2,2,2,2,1,1,0
34,1,0, , , , , , , ,5,2,3
35,1,0, , , , , , , ,4,1,3
36,1,0, , , , , , , ,1,1,0
37,1,0, , , , , , , ,4,3,1
38,1,0, , , , , , , ,2,0,2
39,1,0, , , , , , , ,3,2,1
40,1,0, , , , , , , ,3,2,1
41,1,0, , , , , , , ,3,2,1
42,1,0, , , , , , , ,1,0,1
43,1,0, , , , , , , ,6,3,3
44,1,0, , , , , , , ,3,1,2
45,1,0, , , , , , , ,8,2,6
46,1,0, , , , , , , ,1,1,0
47,1,0, , , , , , , ,2,1,1
48,1,0, , , , , , , ,1,0,1
49,1,0, , , , , , , ,4,2,2
50,1,0, , , , , , , ,5,1,4
51,1,0, , , , , , , ,5,4,1
52,1,0, ,1,2,2,2,2,2,2,1,1
53,1,0, , , , , , , ,1,0,1
54,1,0, ,1,2,2,2,2,2,4,2,2
55,1,0, , , , , , , ,2,1,1
56,1,0, , , , , , , ,2,0,2
57,1,0, ,1,2,2,2,2,2,1,0,1
58,1,0, , , , , , , ,4,1,3
59,1,0, , , , , , , ,4,1,3
60,1,0, ,1,2,2,2,2,2,3,1,2
61,1,0, , , , , , , ,4,2,2
62,1,0, , , , , , , ,5,3,2
63,1,0, ,1,2,2,2,2,2,3,2,1
64,1,0, , , , , , , ,4,3,1
65,1,0, , , , , , , ,4,2,2
66,1,0, , , , , , , ,4,3,1
67,1,0, , , , , , , ,2,1,1
68,1,0, , , , , , , ,4,3,1
69,1,0, ,1,2,2,2,2,2,2,1,1
70,1,0, ,1,2,2,2,2,2,5,2,3
71,1,0, , , , , , , ,2,1,1
72,1,0, , , , , , , ,5,3,2
73,1,0, , , , , , , ,4,1,3
74,1,0, , , , , , , ,3,2,1
75,1,0, , , , , , , ,3,1,2
76,1,0, , , , , , , ,3,1,2
77,1,0, ,1,2,2,2,2,2,3,3,0
78,1,0, , , , , , , ,2,2,0
79,1,0, , , , , , , ,2,1,1
80,1,0, , , , , , , ,3,2,1
81,1,0, , , , , , , ,4,2,2
82,1,0, ,1,2,2,2,2,2,2,1,1
83,1,0, , , , , , , ,4,2,2
84,1,0, , , , , , , ,2,1,1
85,1,0, , , , , , , ,4,2,2
86,1,0, , , , , , , ,1,1,0
87,1,0, , , , , , , ,2,1,1
88,1,0, , , , , , , ,4,1,3
89,1,0, , , , , , , ,8,3,5
90,1,0, , , , , , , ,1,0,1
91,1,0, , , , , , , ,4,2,2
92,1,0, , , , , , , ,1,0,1
93,1,0, , , , , , , ,6,1,5
94,1,0, , , , , , , ,1,1,0
95,1,0, , , , , , , ,4,2,2
96,1,0, , , , , , , ,6,3,3
97,1,0, ,2,2,2,2,2,1,3,1,2
98,1,0, , , , , , , ,4,3,1
99,1,0, ,1,2,2,2,2,2,3,1,2
100,1,0, , , , , , , ,3,2,1
101,1,0, , , , , , , ,4,1,3
102,1,0, , , , , , , ,2,1,1
103,1,0, , , , , , , ,6,2,4
104,1,0, , , , , , , ,1,0,1
105,1,0, , , , , , , ,4,2,2
106,1,0, , , , , , , ,2,0,2
107,1,0, , , , , , , ,5,3,2
108,1,0, ,1,2,2,2,2,2,4,1,3
109,1,0, , , , , , , ,2,0,2
110,1,0, , , , , , , ,3,1,2
111,1,0, ,1,2,2,2,2,2,2,2,0
112,1,0, ,1,2,2,2,2,2,2,1,1
113,1,0, , , , , , , ,4,3,1
114,1,0, , , , , , , ,2,0,2
115,1,0, , , , , , , ,4,0,4
116,1,0, , , , , , , ,5,3,2
117,1,0, , , , , , , ,2,1,1
118,1,0, , , , , , , ,4,3,1
119,1,0, , , , , , , ,5,3,2
120,1,0, , , , , , , ,6,4,2
121,1,0, , , , , , , ,3,2,1
122,1,0, , , , , , , ,2,1,1
123,1,0, , , , , , , ,11,4,7
124,1,0, , , , , , , ,3,0,3
125,1,0, , , , , , , ,6,5,1
126,1,0, , , , , , , ,2,2,0
127,1,0, , , , , , , ,5,0,5
128,1,0, , , , , , , ,4,2,2
129,1,0, , , , , , , ,3,2,1
130,1,0, , , , , , , ,3,2,1
131,1,0, , , , , , , ,4,2,2
132,1,0, , , , , , , ,2,1,1
133,1,0, , , , , , , ,6,4,2
134,1,0, , , , , , , ,4,0,4
135,1,0, , , , , , , ,2,1,1
136,1,0, , , , , , , ,2,1,1
137,1,0, , , , , , , ,3,1,2
138,1,0, , , , , , , ,1,0,1
139,1,0, , , , , , , ,3,1,2
140,1,0, , , , , , , ,4,2,2
141,1,0, , , , , , , ,9,4,5
142,1,0, , , , , , , ,2,1,1
143,1,0, , , , , , , ,4,2,2
144,1,0, , , , , , , ,8,4,4
145,1,0, , , , , , , ,4,1,3
146,1,0, , , , , , , ,5,3,2
147,1,0, , , , , , , ,4,1,3
148,1,0, , , , , , , ,3,1,2
149,1,0, , , , , , , ,4,2,2
150,1,0, , , , , , , ,2,1,1
151,1,0, , , , , , , ,2,1,1
152,1,0, , , , , , , ,8,6,2
153,1,0, , , , , , , ,5,2,3
154,1,0, , , , , , , ,2,0,2
155,1,0, , , , , , , ,1,1,0
156,1,0, , , , , , , ,6,5,1
157,1,0, , , , , , , ,4,1,3
158,1,0, , , , , , , ,2,1,1
159,1,0, , , , , , , ,4,2,2
160,1,0, , , , , , , ,3,1,2
161,1,0, , , , , , , ,4,3,1
162,1,0, , , , , , , ,3,2,1
163,1,0, , , , , , , ,3,2,1
164,1,0, , , , , , , ,6,4,2
165,1,0, , , , , , , ,4,2,2
166,1,0, , , , , , , ,3,1,2
167,1,0, , , , , , , ,5,2,3
168,1,0, ,1,2,2,2,2,2,1,1,0
169,1,0, , , , , , , ,4,3,1
170,1,0, , , , , , , ,4,2,2
171,1,0, , , , , , , ,3,2,1
172,1,0, , , , , , , ,5,3,2
173,1,0, ,1,2,2,2,2,2,4,2,2
174,1,0, ,1,2,2,2,2,2,5,4,1
175,1,0, ,1,2,2,2,2,2,4,2,2
176,1,0, ,1,2,2,2,2,2,7,5,2
177,1,0, , , , , , , ,5,2,3
178,1,0, ,1,2,2,2,2,2,3,2,1
179,1,0, ,1,2,2,2,2,2,4,2,2
180,1,0, , , , , , , ,4,2,2
181,1,0, ,1,2,2,2,2,2,3,0,3
182,1,0, , , , , , , ,3,1,2
183,1,0, , , , , , , ,2,1,1
184,1,0, , , , , , , ,4,2,2
185,1,0, , , , , , , ,4,2,2
186,1,0, , , , , , , ,2,2,0
187,1,0, , , , , , , ,4,3,1
188,1,0, , , , , , , ,1,0,1
189,1,0, , , , , , , ,3,2,1
190,1,0, , , , , , , ,1,0,1
191,1,0, , , , , , , ,5,3,2
192,1,0, , , , , , , ,2,1,1
193,1,0, , , , , , , ,3,2,1
194,1,0, , , , , , , ,4,2,2
195,1,0, , , , , , , ,1,0,1
196,1,0, , , , , , , ,6,2,4
197,1,0, , , , , , , ,1,1,0
198,1,0, , , , , , , ,4,2,2
199,1,0, , , , , , , ,1,1,0
200,1,0, , , , , , , ,4,2,2
201,1,0, , , , , , , ,2,1,1
202,1,0, , , , , , , ,3,0,3
203,1,0, , , , , , , ,6,3,3
204,1,0, , , , , , , ,5,2,3
205,1,0, , , , , , , ,4,3,1
206,1,0, , , , , , , ,5,2,3
207,1,0, , , , , , , ,6,3,3
208,1,0, , , , , , , ,4,2,2
209,1,0, , , , , , , ,5,3,2
210,1,0, , , , , , , ,2,1,1
211,1,0, ,1,2,2,2,2,1,2,0,2
212,1,0, , , , , , , ,4,2,2
213,1,0, , , , , , , ,2,1,1
214,1,0, , , , , , , ,5,3,2
215,1,0, , , , , , , ,5,2,3
216,1,0, , , , , , , ,2,1,1
217,1,0, , , , , , , ,3,2,1
218,1,0, , , , , , , ,9,6,3
219,1,0, , , , , , , ,4,2,2
220,1,0, , , , , , , ,5,3,2
221,1,0, , , , , , , ,5,4,1
222,1,0, , , , , , , ,5,3,2
223,1,0, , , , , , , ,3,2,1
224,1,0, , , , , , , ,3,2,1
225,1,0, , , , , , , ,5,4,1
226,1,0, , , , , , , ,2,0,2
227,1,0, , , , , , , ,6,3,3
228,1,0, , , , , , , ,8,5,3
229,1,0, , , , , , , ,7,3,4
230,1,0, , , , , , , ,2,0,2
231,1,0, , , , , , , ,2,1,1
232,1,0, , , , , , , ,4,3,1
233,1,0, , , , , , , ,2,2,0
234,1,0, , , , , , , ,5,4,1
235,1,0, , , , , , , ,3,1,2
236,1,0, , , , , , , ,5,2,3
237,1,0, , , , , , , ,4,2,2
238,1,0, , , , , , , ,3,1,2
239,1,0, , , , , , , ,6,2,4
240,1,0, , , , , , , ,4,2,2
241,1,0, , , , , , , ,5,3,2
242,1,0, , , , , , , ,3,3,0
243,1,0, , , , , , , ,7,3,4
244,1,0, , , , , , , ,4,2,2
245,1,0, , , , , , , ,8,2,6
246,1,0, , , , , , , ,5,2,3
247,1,0, , , , , , , ,3,1,2
248,1,0, , , , , , , ,6,3,3
249,1,0, , , , , , , ,1,1,0
250,1,0, , , , , , , ,4,1,3
251,1,0, , , , , , , ,9,8,1
252,1,0, , , , , , , ,6,3,3
253,1,0, , , , , , , ,2,1,1
254,1,0, , , , , , , ,4,1,3
255,1,0, , , , , , , ,5,2,3
256,1,0, , , , , , , ,2,1,1
257,1,0, , , , , , , ,2,1,1
258,1,0, , , , , , , ,4,2,2
259,1,0, , , , , , , ,4,3,1
260,1,0, , , , , , , ,2,1,1
261,1,0, , , , , , , ,4,1,3
262,1,0, , , , , , , ,5,2,3
263,1,0, , , , , , , ,4,2,2
264,1,0, , , , , , , ,7,3,4
265,1,0, , , , , , , ,6,3,3
266,1,0, , , , , , , ,4,2,2
267,1,0, , , , , , , ,4,1,3
268,1,0, , , , , , , ,3,0,3
269,1,0, , , , , , , ,5,3,2
270,1,0, , , , , , , ,3,1,2
271,1,0, ,1,2,2,2,2,2,8,6,2
272,1,0, , , , , , , ,3,1,2
273,1,0, , , , , , , ,6,3,3
274,1,0, , , , , , , ,2,0,2
275,1,0, , , , , , , ,3,1,2
276,1,0, , , , , , , ,3,1,2
277,1,0, , , , , , , ,3,2,1
278,1,0, , , , , , , ,4,1,3
279,1,0, , , , , , , ,6,1,5
280,1,0, , , , , , , ,5,2,3
281,1,0, , , , , , , ,5,3,2
282,1,0, , , , , , , ,4,3,1
283,1,0, , , , , , , ,3,1,2
284,1,0, , , , , , , ,6,3,3
285,1,0, , , , , , , ,1,0,1
286,1,0, , , , , , , ,4,2,2
287,1,0, , , , , , , ,1,0,1
288,1,0, , , , , , , ,2,1,1
289,1,0, , , , , , , ,4,0,4
290,1,0, , , , , , , ,5,3,2
291,1,0, , , , , , , ,2,1,1
292,1,0, , , , , , , ,7,2,5
293,1,0, , , , , , , ,3,2,1
294,1,0, , , , , , , ,2,1,1
295,1,0, , , , , , , ,3,2,1
296,1,0, , , , , , , ,8,4,4
297,1,0, , , , , , , ,3,2,1
298,1,0, , , , , , , ,5,1,4
299,1,0, , , , , , , ,2,1,1
300,1,0, , , , , , , ,5,1,4
301,1,0, , , , , , , ,8,5,3
302,1,0, , , , , , , ,2,1,1
303,1,0, , , , , , , ,4,3,1
304,1,0, , , , , , , ,4,1,3
305,1,0, , , , , , , ,1,1,0
306,1,0, , , , , , , ,1,0,1
307,1,0, , , , , , , ,3,1,2
308,1,0, ,1,2,2,2,2,2,2,2,0
309,1,0, , , , , , , ,4,2,2
310,1,0, , , , , , , ,7,4,3
311,1,0, , , , , , , ,4,3,1
312,1,0, , , , , , , ,4,1,3
313,1,0, , , , , , , ,2,1,1
314,1,0, , , , , , , ,3,1,2
315,1,0, , , , , , , ,4,2,2
316,1,0, ,1,2,2,2,2,2,5,4,1
317,1,0, , , , , , , ,3,1,2
318,1,0, , , , , , , ,7,1,6
319,1,0, , , , , , , ,6,3,3
320,1,0, , , , , , , ,2,1,1
321,1,0, , , , , , , ,3,2,1
322,1,0, , , , , , , ,7,5,2
323,1,0, , , , , , , ,4,3,1
324,1,0, , , , , , , ,4,1,3
325,1,0, , , , , , , ,6,4,2
326,1,0, , , , , , , ,3,1,2
327,1,0, , , , , , , ,3,2,1
328,1,0, , , , , , , ,4,3,1
329,1,0, , , , , , , ,4,1,3
330,1,0, , , , , , , ,1,1,0
331,1,0, , , , , , , ,1,0,1
332,1,0, , , , , , , ,4,3,1
333,1,0, , , , , , , ,9,4,5
334,1,0, , , , , , , ,2,1,1
335,1,0, , , , , , , ,7,2,5
336,1,0, , , , , , , ,7,2,5
337,1,0, , , , , , , ,7,3,4
338,1,0, , , , , , , ,5,1,4
339,1,0, , , , , , , ,5,3,2
340,1,0, , , , , , , ,4,2,2
341,1,0, , , , , , , ,5,3,2
342,1,0, , , , , , , ,3,2,1
343,1,0, , , , , , , ,3,2,1
344,1,0, , , , , , , ,5,2,3
345,1,0, , , , , , , ,6,4,2
346,1,0, , , , , , , ,5,2,3
347,1,0, , , , , , , ,3,2,1
348,1,0, , , , , , , ,4,2,2
349,1,0, ,1,2,2,2,2,2,4,2,2
350,1,0, , , , , , , ,3,1,2
351,1,0, ,2,2,2,2,2,1,2,0,2
352,1,0, , , , , , , ,2,1,1
353,1,0, , , , , , , ,1,1,0
354,1,0, , , , , , , ,3,2,1
355,1,0, , , , , , , ,4,2,2
356,1,0, , , , , , , ,2,2,0
357,1,0, , , , , , , ,2,1,1
358,1,0, , , , , , , ,5,3,2
359,1,0, , , , , , , ,10,6,4
360,1,0, , , , , , , ,4,2,2
361,1,0, , , , , , , ,5,3,2
362,1,0, , , , , , , ,4,1,3
363,1,0, , , , , , , ,6,1,5
364,1,0, , , , , , , ,4,2,2
365,1,0, , , , , , , ,5,3,2
366,1,0, , , , , , , ,3,1,2
367,1,0, , , , , , , ,3,1,2
368,1,0, , , , , , , ,4,2,2
369,1,0, , , , , , , ,3,1,2
370,1,0, , , , , , , ,6,3,3
371,1,0, , , , , , , ,6,3,3
372,1,0, , , , , , , ,2,1,1
373,1,0, , , , , , , ,5,1,4
374,1,0, , , , , , , ,4,1,3
375,1,0, , , , , , , ,4,1,3
376,1,0, , , , , , , ,2,1,1
377,1,0, , , , , , , ,1,1,0
378,1,0, , , , , , , ,5,2,3
379,1,0, , , , , , , ,4,3,1
380,1,0, , , , , , , ,1,1,0
381,1,0, , , , , , , ,2,1,1
382,1,0, , , , , , , ,5,2,3
383,1,0, , , , , , , ,4,2,2
384,1,0, , , , , , , ,2,1,1
385,1,0, , , , , , , ,5,2,3
386,1,0, , , , , , , ,2,2,0
387,1,0, , , , , , , ,8,5,3
388,1,0, , , , , , , ,4,1,3
389,1,0, , , , , , , ,4,1,3
390,1,0, , , , , , , ,7,2,5
391,1,0, , , , , , , ,3,0,3
392,1,0, , , , , , , ,5,1,4
393,1,0, , , , , , , ,3,2,1
394,1,0, , , , , , , ,5,1,4
395,1,0, , , , , , , ,4,1,3
396,1,0, , , , , , , ,7,4,3
397,1,0, , , , , , , ,3,3,0
398,1,0, , , , , , , ,5,2,3
399,1,0, , , , , , , ,5,4,1
400,1,0, , , , , , , ,5,2,3
401,1,0, , , , , , , ,4,1,3
402,1,0, ,1,2,2,2,2,2,4,2,2
403,1,0, , , , , , , ,6,4,2
404,1,0, , , , , , , ,2,1,1
405,1,0, , , , , , , ,4,1,3
406,1,0, ,1,2,2,2,2,2,1,0,1
407,1,0, , , , , , , ,6,3,3
408,1,0, , , , , , , ,3,2,1
409,1,0, , , , , , , ,3,0,3
410,1,0, , , , , , , ,6,4,2
411,1,0, , , , , , , ,3,1,2
412,1,0, , , , , , , ,4,3,1
413,1,0, , , , , , , ,5,2,3
414,1,0, , , , , , , ,2,1,1
415,1,0, , , , , , , ,5,2,3
416,1,0, , , , , , , ,3,1,2
417,1,0, , , , , , , ,3,1,2
418,1,0, ,1,2,2,2,2,2,2,1,1
419,1,0, , , , , , , ,4,2,2
420,1,0, , , , , , , ,3,2,1
421,1,0, , , , , , , ,5,3,2
422,1,0, , , , , , , ,3,1,2
423,1,0, , , , , , , ,5,4,1
424,1,0, , , , , , , ,7,4,3
425,1,0, , , , , , , ,4,2,2
426,1,0, , , , , , , ,4,3,1
427,1,0, , , , , , , ,2,1,1
428,1,0, , , , , , , ,4,1,3
429,1,0, , , , , , , ,3,1,2
430,1,0, , , , , , , ,3,0,3
431,1,0, , , , , , , ,3,2,1
432,1,0, , , , , , , ,5,3,2
433,1,0, , , , , , , ,2,1,1
434,1,0, , , , , , , ,1,0,1
435,1,0, , , , , , , ,4,2,2
436,1,0, , , , , , , ,3,1,2
437,1,0, , , , , , , ,3,1,2
438,1,0, , , , , , , ,4,2,2
439,1,0, , , , , , , ,3,1,2
440,1,0, , , , , , , ,3,2,1
441,1,0, , , , , , , ,2,1,1
442,1,0, , , , , , , ,2,1,1
443,1,0, , , , , , , ,5,2,3
444,1,0, , , , , , , ,4,2,2
445,1,0, , , , , , , ,6,4,2
446,1,0, , , , , , , ,4,2,2
447,1,0, , , , , , , ,3,2,1
448,1,0, , , , , , , ,2,2,0
449,1,0, , , , , , , ,1,0,1
450,1,0, , , , , , , ,3,1,2
451,1,0, , , , , , , ,5,3,2
452,1,0, , , , , , , ,1,0,1
453,1,0, , , , , , , ,6,2,4
454,1,0, , , , , , , ,4,2,2
455,1,0, , , , , , , ,4,2,2
456,1,0, , , , , , , ,4,2,2
457,1,0, , , , , , , ,6,3,3
458,1,0, , , , , , , ,4,1,3
459,1,0, , , , , , , ,1,0,1
460,1,0, , , , , , , ,4,3,1
461,1,0, , , , , , , ,4,2,2
462,1,0, , , , , , , ,7,5,2
463,1,0, , , , , , , ,3,1,2
464,1,0, , , , , , , ,6,2,4
465,1,0, , , , , , , ,4,2,2
466,1,0, , , , , , , ,5,4,1
467,1,0, , , , , , , ,2,1,1
468,1,0, , , , , , , ,7,2,5
469,1,0, , , , , , , ,3,1,2
470,1,0, , , , , , , ,1,0,1
471,1,0, , , , , , , ,4,1,3
472,1,0, , , , , , , ,4,2,2
473,1,0, ,2,2,2,2,2,1,4,2,2
474,1,0, , , , , , , ,4,1,3
475,1,0, , , , , , , ,5,3,2
476,1,0, , , , , , , ,5,3,2
477,1,0, , , , , , , ,5,3,2
478,1,0, , , , , , , ,5,3,2
479,1,0, , , , , , , ,4,1,3
480,1,0, , , , , , , ,3,1,2
481,1,0, , , , , , , ,5,3,2
482,1,0, , , , , , , ,3,1,2
483,1,0, , , , , , , ,3,2,1
484,1,0, , , , , , , ,7,2,5
485,1,0, , , , , , , ,3,1,2
486,1,0, , , , , , , ,4,2,2
487,1,0, , , , , , , ,4,3,1
488,1,0, , , , , , , ,3,2,1
489,1,0, , , , , , , ,4,2,2
490,1,0, , , , , , , ,1,1,0
491,1,0, , , , , , , ,3,2,1
492,1,0, , , , , , , ,5,3,2
493,1,0, , , , , , , ,5,3,2
494,1,0, , , , , , , ,4,2,2
495,1,0, ,2,2,2,2,2,1,3,2,1
496,1,0, , , , , , , ,3,2,1
497,1,0, , , , , , , ,2,1,1
498,1,0, ,1,2,2,2,2,2,4,2,2
499,1,0, , , , , , , ,1,1,0
500,1,0, ,1,1,2,2,2,2,4,2,2
501,1,0, ,1,2,2,2,2,1,4,1,3
502,1,0, , , , , , , ,5,3,2
503,1,0, , , , , , , ,4,2,2
504,1,0, , , , , , , ,5,2,3
505,1,0, , , , , , , ,2,1,1
506,1,0, , , , , , , ,7,3,4
507,1,0, , , , , , , ,2,1,1
508,1,0, , , , , , , ,2,1,1
509,1,0, , , , , , , ,4,3,1
510,1,0, , , , , , , ,4,2,2
511,1,0, , , , , , , ,5,3,2
512,1,0, , , , , , , ,2,2,0
513,1,0, , , , , , , ,3,2,1
514,1,0, , , , , , , ,4,1,3
515,1,0, , , , , , , ,6,3,3
516,1,0, , , , , , , ,2,1,1
517,1,0, , , , , , , ,5,3,2
518,1,0, , , , , , , ,5,3,2
519,1,0, , , , , , , ,5,3,2
520,1,0, , , , , , , ,5,3,2
521,1,0, , , , , , , ,2,0,2
522,1,0, , , , , , , ,3,1,2
523,1,0, , , , , , , ,4,2,2
524,1,0, , , , , , , ,7,2,5
525,1,0, , , , , , , ,4,2,2
526,1,0, , , , , , , ,2,1,1
527,1,0, , , , , , , ,5,2,3
528,1,0, , , , , , , ,4,3,1
529,1,0, , , , , , , ,4,3,1
530,1,0, , , , , , , ,4,3,1
531,1,0, , , , , , , ,5,3,2
532,1,0, , , , , , , ,2,0,2
533,1,0, , , , , , , ,4,2,2
534,1,0, , , , , , , ,4,2,2
535,1,0, , , , , , , ,5,4,1
536,1,0, , , , , , , ,6,4,2
537,1,0, , , , , , , ,4,2,2
538,1,0, , , , , , , ,1,1,0
539,1,0, , , , , , , ,6,2,4
540,1,0, , , , , , , ,4,2,2
541,1,0, , , , , , , ,2,1,1
542,1,0, , , , , , , ,1,1,0
543,1,0, , , , , , , ,4,3,1
544,1,0, , , , , , , ,5,3,2
545,1,0, , , , , , , ,4,3,1
546,1,0, , , , , , , ,1,1,0
547,1,0, , , , , , , ,4,2,2
548,1,0, , , , , , , ,7,2,5
549,1,0, , , , , , , ,3,2,1
550,1,0, ,1,2,2,2,2,2,4,2,2
551,1,0, , , , , , , ,2,2,0
552,1,0, , , , , , , ,1,0,1
553,1,0, , , , , , , ,4,2,2
554,1,0, , , , , , , ,4,2,2
555,1,0, , , , , , , ,4,3,1
556,1,0, , , , , , , ,1,0,1
557,1,0, , , , , , , ,2,1,1
558,1,0, , , , , , , ,2,1,1
559,1,0, , , , , , , ,5,2,3
560,1,0, , , , , , , ,4,3,1
561,1,0, , , , , , , ,5,2,3
562,1,0, , , , , , , ,5,3,2
563,1,0, , , , , , , ,6,3,3
564,1,0, , , , , , , ,6,2,4
565,1,0, , , , , , , ,4,2,2
566,1,0, , , , , , , ,4,2,2
567,1,0, , , , , , , ,4,3,1
568,1,0, , , , , , , ,2,1,1
569,1,0, , , , , , , ,5,2,3
570,1,0, , , , , , , ,1,0,1
571,1,0, , , , , , , ,6,1,5
572,1,0, , , , , , , ,5,4,1
573,1,0, , , , , , , ,2,1,1
574,1,0, , , , , , , ,3,1,2
575,1,0, , , , , , , ,5,4,1
576,1,0, , , , , , , ,5,1,4
577,1,0, , , , , , , ,2,1,1
578,1,0, , , , , , , ,3,2,1
579,1,0, , , , , , , ,2,1,1
580,1,0, , , , , , , ,2,1,1
581,1,0, , , , , , , ,3,2,1
582,1,0, , , , , , , ,6,2,4
583,1,0, , , , , , , ,3,1,2
584,1,0, , , , , , , ,4,2,2
585,1,0, , , , , , , ,5,3,2
586,1,0, , , , , , , ,3,1,2
587,1,0, , , , , , , ,6,4,2
588,1,0, ,1,2,2,2,2,2,4,3,1
589,1,0, ,1,2,2,2,2,2,2,1,1
590,1,0, , , , , , , ,1,0,1
591,1,0, ,1,2,2,2,2,2,3,2,1
592,1,0, , , , , , , ,5,2,3
593,1,0, , , , , , , ,2,1,1
594,1,0, , , , , , , ,8,3,5
595,1,0, , , , , , , ,6,4,2
596,1,0, , , , , , , ,7,4,3
597,1,0, , , , , , , ,4,2,2
598,1,0, , , , , , , ,3,2,1
599,1,0, , , , , , , ,2,2,0
600,1,0, , , , , , , ,4,2,2
601,1,0, , , , , , , ,1,0,1
602,1,0, , , , , , , ,1,1,0
603,1,0, , , , , , , ,7,3,4
604,1,0, , , , , , , ,4,4,0
605,1,0, , , , , , , ,4,2,2
606,1,0, , , , , , , ,3,2,1
607,1,0, , , , , , , ,4,2,2
608,1,0, , , , , , , ,5,2,3
609,1,0, , , , , , , ,3,1,2
610,1,0, , , , , , , ,1,0,1
611,1,0, , , , , , , ,3,2,1
612,1,0, , , , , , , ,6,4,2
613,1,0, , , , , , , ,4,1,3
614,1,0, , , , , , , ,3,1,2
615,1,0, , , , , , , ,5,3,2
616,1,0, , , , , , , ,4,2,2
617,1,0, , , , , , , ,1,0,1
618,1,0, , , , , , , ,4,1,3
619,1,0, , , , , , , ,1,1,0
620,1,0, , , , , , , ,3,0,3
621,1,0, , , , , , , ,1,0,1
622,1,0, , , , , , , ,1,1,0
623,1,0, , , , , , , ,4,2,2
624,1,0, , , , , , , ,3,0,3
625,1,0, , , , , , , ,4,3,1
626,1,0, , , , , , , ,3,1,2
627,1,0, , , , , , , ,5,2,3
628,1,0, , , , , , , ,4,2,2
629,1,0, , , , , , , ,5,3,2
630,1,0, , , , , , , ,6,2,4
631,1,0, , , , , , , ,3,1,2
632,1,0, , , , , , , ,5,4,1
633,1,0, , , , , , , ,4,3,1
634,1,0, , , , , , , ,2,1,1
635,1,0, , , , , , , ,6,3,3
636,1,0, , , , , , , ,3,1,2
637,1,0, , , , , , , ,3,2,1
638,1,0, , , , , , , ,5,3,2
639,1,0, , , , , , , ,3,2,1
640,1,0, , , , , , , ,5,3,2
641,1,0, , , , , , , ,5,1,4
642,1,0, , , , , , , ,4,3,1
643,1,0, , , , , , , ,2,1,1
644,1,0, , , , , , , ,2,1,1
645,1,0, , , , , , , ,4,3,1
646,1,0, , , , , , , ,2,1,1
647,1,0, , , , , , , ,3,1,2
648,1,0, , , , , , , ,5,3,2
649,1,0, , , , , , , ,4,2,2
650,1,0, , , , , , , ,4,2,2
651,1,0, , , , , , , ,2,0,2
652,1,0, , , , , , , ,4,1,3
653,1,0, ,1,2,2,2,2,2,6,4,2
654,1,0, , , , , , , ,1,1,0
655,1,0, , , , , , , ,2,1,1
656,1,0, , , , , , , ,3,1,2
657,1,0, , , , , , , ,7,5,2
658,1,0, , , , , , , ,2,1,1
659,1,0, , , , , , , ,6,2,4
660,1,0, , , , , , , ,4,2,2
661,1,0, , , , , , , ,6,4,2
662,1,0, , , , , , , ,5,3,2
663,1,0, , , , , , , ,4,1,3
664,1,0, , , , , , , ,3,1,2
665,1,0, , , , , , , ,5,2,3
666,1,0, , , , , , , ,1,0,1
667,1,0, , , , , , , ,5,3,2
668,1,0, , , , , , , ,5,2,3
669,1,0, , , , , , , ,11,4,7
670,1,0, , , , , , , ,4,2,2
671,1,0, ,1,2,2,2,2,2,2,1,1
672,1,0, , , , , , , ,7,4,3
673,1,0, , , , , , , ,3,2,1
674,1,0, , , , , , , ,3,2,1
675,1,0, , , , , , , ,5,1,4
676,1,0, ,1,2,2,2,2,2,3,1,2
677,1,0, , , , , , , ,3,1,2
678,1,0, , , , , , , ,3,2,1
679,1,0, , , , , , , ,5,2,3
680,1,0, , , , , , , ,1,0,1
681,1,0, , , , , , , ,4,2,2
682,1,0, , , , , , , ,3,1,2
683,1,0, , , , , , , ,2,1,1
