folio,foliohog,huespedes,huesp_come,trabaja_do,cuid_perso,lavandero,chofer,cocinero,jardinero,tot_integ,tot_hom,tot_muj
20916,1,0, , , , , , , ,5,1,4
20917,1,0, , , , , , , ,5,3,2
20918,1,0, , , , , , , ,2,1,1
20919,1,0, , , , , , , ,4,1,3
20920,1,0, , , , , , , ,4,2,2
20921,1,0, ,1,2,2,2,2,1,3,2,1
20922,1,0, , , , , , , ,1,0,1
20923,1,0, , , , , , , ,3,1,2
20924,1,0, , , , , , , ,4,2,2
20925,1,0, ,2,2,2,2,2,1,4,3,1
20926,1,0, , , , , , , ,3,2,1
20927,1,0, , , , , , , ,3,3,0
20928,1,0, , , , , , , ,1,1,0
20929,1,0, , , , , , , ,3,2,1
20930,1,0, , , , , , , ,3,1,2
20931,1,0, , , , , , , ,2,2,0
20932,1,0, , , , , , , ,4,2,2
20933,1,0, , , , , , , ,2,1,1
20934,1,0, , , , , , , ,3,2,1
20935,1,0, , , , , , , ,4,2,2
20936,1,0, , , , , , , ,7,4,3
20937,1,0, , , , , , , ,3,1,2
20938,1,0, , , , , , , ,4,1,3
20939,1,0, , , , , , , ,6,3,3
20940,1,0, , , , , , , ,3,0,3
20941,1,0, , , , , , , ,6,3,3
20942,1,0, , , , , , , ,4,2,2
20943,1,0, , , , , , , ,2,1,1
20944,1,0, , , , , , , ,5,2,3
20945,1,0, , , , , , , ,3,1,2
20946,1,0, , , , , , , ,4,2,2
20947,1,0, , , , , , , ,2,0,2
20948,1,0, , , , , , , ,3,2,1
20949,1,0, , , , , , , ,4,1,3
20950,1,0, , , , , , , ,5,2,3
20951,1,0, , , , , , , ,2,1,1
20952,1,0, , , , , , , ,3,1,2
20953,1,0, , , , , , , ,3,1,2
20954,1,0, , , , , , , ,4,3,1
20955,1,0, , , , , , , ,3,1,2
20956,1,0, , , , , , , ,4,2,2
20957,1,0, , , , , , , ,2,0,2
20958,1,0, , , , , , , ,4,1,3
20959,1,0, , , , , , , ,6,4,2
20960,1,0, , , , , , , ,3,2,1
20961,1,0, ,1,2,2,2,2,2,1,0,1
20962,1,0, , , , , , , ,5,2,3
20963,1,0, , , , , , , ,4,2,2
20964,1,0, , , , , , , ,2,1,1
20965,1,0, , , , , , , ,3,1,2
20966,1,0, , , , , , , ,3,1,2
20967,1,0, , , , , , , ,5,3,2
20968,1,0, , , , , , , ,4,2,2
20969,1,0, , , , , , , ,2,1,1
20970,1,0, , , , , , , ,4,2,2
20971,1,0, , , , , , , ,5,3,2
20972,1,0, , , , , , , ,3,1,2
20973,1,0, , , , , , , ,9,5,4
20974,1,0, ,1,2,2,2,2,2,4,2,2
20975,1,0, , , , , , , ,3,1,2
20976,1,0, , , , , , , ,2,1,1
20977,1,0, , , , , , , ,1,1,0
20978,1,0, , , , , , , ,1,1,0
20979,1,0, , , , , , , ,3,1,2
20980,1,0, , , , , , , ,4,2,2
20981,1,0, , , , , , , ,4,3,1
20982,1,0, , , , , , , ,5,2,3
20983,1,0, , , , , , , ,1,1,0
20984,1,0, , , , , , , ,3,2,1
20985,1,0, , , , , , , ,5,3,2
20986,1,0, , , , , , , ,4,2,2
20987,1,0, , , , , , , ,7,3,4
20988,1,0, , , , , , , ,3,0,3
20989,1,0, , , , , , , ,7,2,5
20990,1,0, , , , , , , ,3,1,2
20991,1,0, , , , , , , ,5,2,3
20992,1,0, , , , , , , ,4,2,2
20993,1,0, , , , , , , ,3,2,1
20994,1,0, , , , , , , ,2,1,1
20995,1,0, ,1,2,2,2,2,2,5,2,3
20996,1,0, , , , , , , ,4,2,2
20997,1,0, , , , , , , ,4,3,1
20998,1,0, , , , , , , ,5,4,1
20999,1,0, , , , , , , ,3,1,2
21000,1,0, , , , , , , ,2,1,1
21001,1,0, , , , , , , ,4,1,3
21002,1,0, , , , , , , ,4,2,2
21003,1,0, , , , , , , ,8,6,2
21004,1,0, , , , , , , ,3,2,1
21005,1,0, , , , , , , ,2,1,1
21006,1,0, , , , , , , ,1,1,0
21007,1,0, , , , , , , ,6,2,4
21008,1,0, , , , , , , ,3,2,1
21009,1,0, , , , , , , ,4,1,3
21010,1,0, , , , , , , ,2,1,1
21011,1,0, , , , , , , ,4,3,1
21012,1,0, , , , , , , ,5,4,1
21013,1,0, , , , , , , ,3,1,2
21014,1,0, , , , , , , ,4,2,2
21015,1,0, , , , , , , ,2,1,1
21016,1,0, , , , , , , ,2,1,1
21017,1,0, , , , , , , ,7,1,6
21018,1,0, , , , , , , ,3,1,2
21019,1,0, ,1,2,2,2,1,1,4,2,2
21020,1,0, , , , , , , ,3,1,2
21021,1,0, , , , , , , ,2,1,1
21022,1,0, ,1,2,2,2,2,2,1,1,0
21023,1,0, ,2,2,2,2,2,1,6,3,3
21024,1,0, , , , , , , ,2,1,1
21025,1,0, , , , , , , ,1,0,1
21026,1,0, , , , , , , ,2,1,1
21027,1,0, , , , , , , ,8,7,1
21028,1,0, , , , , , , ,2,1,1
21029,1,0, , , , , , , ,4,3,1
21030,1,0, , , , , , , ,6,3,3
21031,1,0, , , , , , , ,2,1,1
21032,1,0, , , , , , , ,8,4,4
21033,1,0, , , , , , , ,2,1,1
21034,1,0, , , , , , , ,1,1,0
21035,1,0, , , , , , , ,1,1,0
21036,1,0, , , , , , , ,5,3,2
21037,1,0, , , , , , , ,3,2,1
21038,1,0, , , , , , , ,4,1,3
21039,1,0, ,1,2,2,2,2,2,2,0,2
21040,1,0, , , , , , , ,5,4,1
21041,1,0, ,1,2,2,2,2,2,1,0,1
21042,1,0, , , , , , , ,2,1,1
21043,1,0, , , , , , , ,6,3,3
21044,1,0, , , , , , , ,3,1,2
21045,1,0, , , , , , , ,6,2,4
21046,1,0, , , , , , , ,2,1,1
21047,1,0, , , , , , , ,2,1,1
21048,1,0, , , , , , , ,1,0,1
21049,1,0, , , , , , , ,2,1,1
21050,1,0, ,2,2,2,2,2,1,1,1,0
21051,1,0, ,1,2,2,2,2,2,5,2,3
21052,1,0, ,1,2,2,2,2,2,3,2,1
21053,1,0, , , , , , , ,1,1,0
21054,1,0, , , , , , , ,2,0,2
21055,1,0, , , , , , , ,3,1,2
21056,1,0, , , , , , , ,1,0,1
21057,1,0, , , , , , , ,2,1,1
21058,1,0, , , , , , , ,4,3,1
21059,1,0, , , , , , , ,3,2,1
21060,1,0, , , , , , , ,6,5,1
21061,1,0, , , , , , , ,5,3,2
21062,1,0, , , , , , , ,6,1,5
21063,1,0, , , , , , , ,7,4,3
21064,1,0, , , , , , , ,6,4,2
21065,1,0, , , , , , , ,4,1,3
21066,1,0, , , , , , , ,4,2,2
21067,1,0, ,1,2,2,2,2,2,1,0,1
21068,1,0, , , , , , , ,5,4,1
21069,1,0, , , , , , , ,6,2,4
21070,1,0, , , , , , , ,5,3,2
21071,1,0, ,1,2,2,2,2,2,1,1,0
21072,1,0, , , , , , , ,1,1,0
21073,1,0, , , , , , , ,2,1,1
21074,1,0, , , , , , , ,3,2,1
21075,1,0, , , , , , , ,3,1,2
21076,1,0, , , , , , , ,2,0,2
21077,1,0, ,2,2,2,2,2,1,3,1,2
21078,1,0, , , , , , , ,3,1,2
21079,1,0, , , , , , , ,4,2,2
21080,1,0, , , , , , , ,4,2,2
21081,1,0, , , , , , , ,3,1,2
21082,1,0, , , , , , , ,4,1,3
21083,1,0, , , , , , , ,6,3,3
21084,1,0, , , , , , , ,4,2,2
21085,1,0, , , , , , , ,1,1,0
21086,1,0, ,2,1,2,2,2,2,4,1,3
21087,1,0, , , , , , , ,2,1,1
21088,1,0, , , , , , , ,6,3,3
21089,1,0, ,2,2,2,2,2,1,4,3,1
21090,1,0, , , , , , , ,2,1,1
21091,1,0, , , , , , , ,2,1,1
21092,1,0, , , , , , , ,4,2,2
21093,1,0, , , , , , , ,4,2,2
21094,1,0, , , , , , , ,5,3,2
21095,1,0, , , , , , , ,3,2,1
21096,1,0, , , , , , , ,5,3,2
21097,1,0, , , , , , , ,2,1,1
21098,1,0, ,1,2,2,2,2,2,5,3,2
21099,1,0, ,1,2,2,2,2,1,5,2,3
21100,1,0, ,1,2,2,2,2,1,5,2,3
21101,1,0, ,2,2,2,2,2,1,2,2,0
21102,1,0, , , , , , , ,3,1,2
21103,1,0, , , , , , , ,2,1,1
21104,1,0, , , , , , , ,6,4,2
21105,1,0, , , , , , , ,6,2,4
21106,1,0, , , , , , , ,5,4,1
21107,1,0, , , , , , , ,5,2,3
21108,1,0, , , , , , , ,5,3,2
21109,1,0, , , , , , , ,2,0,2
21110,1,0, , , , , , , ,4,0,4
21111,1,0, , , , , , , ,5,3,2
21112,1,0, , , , , , , ,6,4,2
21113,1,0, , , , , , , ,2,1,1
21114,1,0, , , , , , , ,1,1,0
21115,1,0, , , , , , , ,3,2,1
21116,1,0, , , , , , , ,4,1,3
21117,1,0, , , , , , , ,5,2,3
21118,1,0, , , , , , , ,6,3,3
21119,1,0, , , , , , , ,3,2,1
21120,1,0, , , , , , , ,3,1,2
21121,1,0, , , , , , , ,5,3,2
21122,1,0, , , , , , , ,6,2,4
21123,1,0, , , , , , , ,4,1,3
21124,1,0, , , , , , , ,1,0,1
21125,1,0, , , , , , , ,10,7,3
21126,1,0, ,1,2,2,2,2,2,1,1,0
21127,1,0, , , , , , , ,3,0,3
21128,1,0, , , , , , , ,3,2,1
21129,1,0, , , , , , , ,3,1,2
21130,1,0, , , , , , , ,4,2,2
21131,1,0, , , , , , , ,9,4,5
21132,1,0, , , , , , , ,7,2,5
21133,1,0, , , , , , , ,4,3,1
21134,1,0, , , , , , , ,2,1,1
21135,1,0, , , , , , , ,2,1,1
21136,1,0, , , , , , , ,5,3,2
21137,1,0, , , , , , , ,5,1,4
21138,1,0, ,1,2,2,2,2,2,5,3,2
21139,1,0, , , , , , , ,3,2,1
21140,1,0, , , , , , , ,5,1,4
21141,1,0, , , , , , , ,5,3,2
21142,1,0, , , , , , , ,7,4,3
21143,1,0, , , , , , , ,8,5,3
21144,1,0, , , , , , , ,8,1,7
21145,1,0, , , , , , , ,3,1,2
21146,1,0, , , , , , , ,7,4,3
21147,1,0, , , , , , , ,3,0,3
21148,1,0, , , , , , , ,4,3,1
21149,1,0, , , , , , , ,4,2,2
21150,1,0, , , , , , , ,2,1,1
21151,1,0, , , , , , , ,5,1,4
21152,1,0, , , , , , , ,2,0,2
21153,1,0, , , , , , , ,3,1,2
21154,1,0, , , , , , , ,1,1,0
21155,1,0, ,1,2,2,2,2,2,2,1,1
21156,1,0, , , , , , , ,3,0,3
21157,1,0, ,1,2,2,2,2,2,3,0,3
21158,1,0, ,1,2,2,2,2,2,5,3,2
21159,1,0, , , , , , , ,2,0,2
21160,1,0, , , , , , , ,3,2,1
21161,1,0, , , , , , , ,3,0,3
21162,1,0, , , , , , , ,3,1,2
21163,1,0, , , , , , , ,4,1,3
21164,1,0, , , , , , , ,4,2,2
21165,1,0, , , , , , , ,3,2,1
21166,1,0, , , , , , , ,5,2,3
21167,1,0, , , , , , , ,7,3,4
21168,1,0, , , , , , , ,4,2,2
21169,1,0, , , , , , , ,6,1,5
21170,1,0, , , , , , , ,7,2,5
21171,1,0, , , , , , , ,1,1,0
21172,1,0, , , , , , , ,2,1,1
21173,1,0, , , , , , , ,4,2,2
21174,1,0, , , , , , , ,6,3,3
21175,1,0, , , , , , , ,5,1,4
21176,1,0, , , , , , , ,5,2,3
21177,1,0, , , , , , , ,19,9,10
21178,1,0, , , , , , , ,4,3,1
21179,1,0, , , , , , , ,1,1,0
21180,1,0, , , , , , , ,4,2,2
21181,1,0, , , , , , , ,4,2,2
21182,1,0, , , , , , , ,6,2,4
21183,1,0, , , , , , , ,3,1,2
21184,1,0, ,1,2,2,2,2,2,4,2,2
21185,1,0, , , , , , , ,1,0,1
21186,1,0, ,1,2,2,2,2,2,2,1,1
21187,1,0, , , , , , , ,2,0,2
21188,1,0, , , , , , , ,3,2,1
21189,1,0, ,1,2,2,2,2,2,5,3,2
21190,1,0, , , , , , , ,2,1,1
21191,1,0, , , , , , , ,1,1,0
21192,1,0, , , , , , , ,5,3,2
21193,1,0, , , , , , , ,4,2,2
21194,1,0, , , , , , , ,4,1,3
21195,1,0, , , , , , , ,4,3,1
21196,1,0, , , , , , , ,5,2,3
21197,1,0, , , , , , , ,3,0,3
21198,1,0, , , , , , , ,3,2,1
21199,1,0, , , , , , , ,7,4,3
21200,1,0, , , , , , , ,3,1,2
21201,1,0, ,1,2,2,2,2,2,2,1,1
21202,1,0, , , , , , , ,7,4,3
21203,1,0, , , , , , , ,3,2,1
21204,1,0, , , , , , , ,4,2,2
21205,1,0, , , , , , , ,3,2,1
21206,1,0, , , , , , , ,2,2,0
21207,1,0, ,1,2,2,2,2,2,1,1,0
21208,1,0, , , , , , , ,3,1,2
21209,1,0, , , , , , , ,4,2,2
21210,1,0, , , , , , , ,1,0,1
21211,1,0, , , , , , , ,5,4,1
21212,1,0, , , , , , , ,3,1,2
21213,1,0, , , , , , , ,3,2,1
21214,1,0, , , , , , , ,2,1,1
21215,1,0, , , , , , , ,4,1,3
21216,1,0, , , , , , , ,2,0,2
21217,1,0, , , , , , , ,2,2,0
21218,1,0, , , , , , , ,2,0,2
21219,1,0, , , , , , , ,5,1,4
21220,1,0, , , , , , , ,5,3,2
21221,1,0, , , , , , , ,6,3,3
21222,1,0, , , , , , , ,2,1,1
21223,1,0, , , , , , , ,1,1,0
21224,1,0, , , , , , , ,3,1,2
21225,1,0, , , , , , , ,5,2,3
21226,1,0, , , , , , , ,4,2,2
21227,1,0, , , , , , , ,5,3,2
21228,1,0, ,1,2,2,2,2,2,3,2,1
21229,1,0, , , , , , , ,3,1,2
21230,1,0, ,1,2,2,2,2,1,3,2,1
21231,1,0, , , , , , , ,5,2,3
21232,1,0, , , , , , , ,2,1,1
21233,1,0, , , , , , , ,3,1,2
21234,1,0, , , , , , , ,5,2,3
21235,1,0, , , , , , , ,1,1,0
21236,1,0, , , , , , , ,1,0,1
21237,1,0, , , , , , , ,1,0,1
21238,1,0, , , , , , , ,1,1,0
21239,1,0, , , , , , , ,3,2,1
21240,1,0, , , , , , , ,5,3,2
21241,1,0, , , , , , , ,2,1,1
21242,1,0, , , , , , , ,3,1,2
21243,1,0, , , , , , , ,5,3,2
21244,1,0, , , , , , , ,4,3,1
21245,1,0, , , , , , , ,5,3,2
21246,1,0, , , , , , , ,5,2,3
21247,1,0, , , , , , , ,5,2,3
21248,1,0, , , , , , , ,3,2,1
21249,1,0, , , , , , , ,5,2,3
21250,1,0, , , , , , , ,5,3,2
21251,1,0, , , , , , , ,6,2,4
21252,1,0, , , , , , , ,4,3,1
21253,1,0, , , , , , , ,10,6,4
21254,1,0, , , , , , , ,3,2,1
21255,1,0, , , , , , , ,1,1,0
21256,1,0, , , , , , , ,5,1,4
21257,1,0, , , , , , , ,5,3,2
21258,1,0, , , , , , , ,4,3,1
21259,1,0, , , , , , , ,1,0,1
21260,1,0, , , , , , , ,5,3,2
21261,1,0, , , , , , , ,3,2,1
21262,1,0, , , , , , , ,3,1,2
21263,1,0, , , , , , , ,5,3,2
21264,1,0, , , , , , , ,3,1,2
21265,1,0, , , , , , , ,7,2,5
21266,1,0, , , , , , , ,5,3,2
21267,1,0, , , , , , , ,4,2,2
21268,1,0, , , , , , , ,2,0,2
21269,1,0, , , , , , , ,2,1,1
21270,1,0, , , , , , , ,2,1,1
21271,1,0, , , , , , , ,3,1,2
21272,1,0, , , , , , , ,2,1,1
21273,1,0, , , , , , , ,2,1,1
21274,1,0, ,1,2,2,2,2,2,4,3,1
21275,1,0, , , , , , , ,5,2,3
21276,1,0, , , , , , , ,5,3,2
21277,1,0, , , , , , , ,3,2,1
21278,1,0, , , , , , , ,2,1,1
21279,1,0, , , , , , , ,2,1,1
21280,1,0, , , , , , , ,5,2,3
21281,1,0, , , , , , , ,5,1,4
21282,1,0, , , , , , , ,2,0,2
21283,1,0, , , , , , , ,1,1,0
21284,1,0, , , , , , , ,2,1,1
21285,1,0, , , , , , , ,9,4,5
21286,1,0, , , , , , , ,5,2,3
21287,1,0, , , , , , , ,5,3,2
21288,1,0, , , , , , , ,4,3,1
21289,1,0, , , , , , , ,4,2,2
21290,1,0, , , , , , , ,3,2,1
21291,1,0, , , , , , , ,13,5,8
21292,1,0, , , , , , , ,8,4,4
21293,1,0, , , , , , , ,4,2,2
21294,1,0, , , , , , , ,3,1,2
21295,1,0, , , , , , , ,1,1,0
21296,1,0, , , , , , , ,5,2,3
21297,1,0, , , , , , , ,4,2,2
21298,1,0, , , , , , , ,2,0,2
21299,1,0, , , , , , , ,1,0,1
21300,1,0, , , , , , , ,2,1,1
21301,1,0, , , , , , , ,3,1,2
21302,1,0, , , , , , , ,3,2,1
21303,1,0, , , , , , , ,5,2,3
21304,1,0, , , , , , , ,2,1,1
21305,1,0, , , , , , , ,5,3,2
21306,1,0, , , , , , , ,5,2,3
21307,1,0, , , , , , , ,3,1,2
21308,1,0, , , , , , , ,3,0,3
21309,1,0, , , , , , , ,2,1,1
21310,1,0, , , , , , , ,4,2,2
21311,1,0, , , , , , , ,3,1,2
21312,1,0, , , , , , , ,5,3,2
21313,1,0, , , , , , , ,5,4,1
21314,1,0, , , , , , , ,2,1,1
21315,1,0, , , , , , , ,2,0,2
21316,1,0, , , , , , , ,3,1,2
21317,1,0, , , , , , , ,10,6,4
21318,1,0, , , , , , , ,4,3,1
21319,1,0, , , , , , , ,7,4,3
21320,1,0, , , , , , , ,19,12,7
21321,1,0, , , , , , , ,2,1,1
21322,1,0, , , , , , , ,6,3,3
21323,1,0, , , , , , , ,6,3,3
21324,1,0, , , , , , , ,7,2,5
21325,1,0, , , , , , , ,7,3,4
21326,1,0, , , , , , , ,10,5,5
21327,1,0, , , , , , , ,1,0,1
21328,1,0, , , , , , , ,3,2,1
21329,1,0, , , , , , , ,3,1,2
21330,1,0, , , , , , , ,3,2,1
21331,1,0, , , , , , , ,2,1,1
21332,1,0, , , , , , , ,5,2,3
21333,1,0, , , , , , , ,6,5,1
21334,1,0, , , , , , , ,2,1,1
21335,1,0, , , , , , , ,4,2,2
21336,1,0, , , , , , , ,10,5,5
21337,1,0, , , , , , , ,5,2,3
21338,1,0, , , , , , , ,3,2,1
21339,1,0, , , , , , , ,2,1,1
21340,1,0, , , , , , , ,4,2,2
21341,1,0, , , , , , , ,4,2,2
21342,1,0, , , , , , , ,6,3,3
21343,1,0, , , , , , , ,5,2,3
21344,1,0, , , , , , , ,2,1,1
21345,1,0, , , , , , , ,5,2,3
21346,1,0, , , , , , , ,1,0,1
21347,1,0, , , , , , , ,6,2,4
21348,1,0, , , , , , , ,2,0,2
21349,1,0, , , , , , , ,5,2,3
21350,1,0, , , , , , , ,1,0,1
21351,1,0, , , , , , , ,6,2,4
21352,1,0, , , , , , , ,5,3,2
21353,1,0, , , , , , , ,1,0,1
21354,1,0, , , , , , , ,4,3,1
21355,1,0, , , , , , , ,4,2,2
21356,1,0, , , , , , , ,6,2,4
21357,1,0, , , , , , , ,1,1,0
21358,1,0, , , , , , , ,4,2,2
21359,1,0, , , , , , , ,5,4,1
21360,1,0, , , , , , , ,9,5,4
21361,1,0, , , , , , , ,6,3,3
21362,1,0, , , , , , , ,6,2,4
21363,1,0, , , , , , , ,6,3,3
21364,1,0, , , , , , , ,5,4,1
21365,1,0, , , , , , , ,3,2,1
21366,1,0, , , , , , , ,2,1,1
21367,1,0, , , , , , , ,4,1,3
21368,1,0, , , , , , , ,5,3,2
21369,1,0, , , , , , , ,10,6,4
21370,1,0, , , , , , , ,6,3,3
21371,1,0, , , , , , , ,5,2,3
21372,1,0, , , , , , , ,4,1,3
21373,1,0, , , , , , , ,6,2,4
21374,1,0, , , , , , , ,5,3,2
21375,1,0, , , , , , , ,4,2,2
21376,1,0, , , , , , , ,5,2,3
21377,1,0, , , , , , , ,6,2,4
21378,1,0, , , , , , , ,4,1,3
21379,1,0, , , , , , , ,1,1,0
21380,1,0, , , , , , , ,6,4,2
21381,1,0, , , , , , , ,5,1,4
21382,1,0, , , , , , , ,3,0,3
21383,1,0, , , , , , , ,1,0,1
21384,1,0, , , , , , , ,3,1,2
21385,1,0, , , , , , , ,3,2,1
21386,1,0, , , , , , , ,4,2,2
21387,1,0, , , , , , , ,5,2,3
21388,1,0, , , , , , , ,3,2,1
21389,1,0, , , , , , , ,15,5,10
21390,1,0, , , , , , , ,1,1,0
21391,1,0, , , , , , , ,6,2,4
21392,1,0, , , , , , , ,2,1,1
21393,1,0, , , , , , , ,2,1,1
21394,1,0, , , , , , , ,9,4,5
21395,1,0, , , , , , , ,1,1,0
21396,1,0, , , , , , , ,5,3,2
21397,1,0, , , , , , , ,1,0,1
21398,1,0, , , , , , , ,2,1,1
21399,1,0, , , , , , , ,2,1,1
21400,1,0, , , , , , , ,5,3,2
21401,1,0, , , , , , , ,2,1,1
21402,1,0, , , , , , , ,5,4,1
21403,1,0, , , , , , , ,3,2,1
21404,1,0, , , , , , , ,6,4,2
21405,1,0, , , , , , , ,2,1,1
21406,1,0, , , , , , , ,3,1,2
21407,1,0, , , , , , , ,8,4,4
21408,1,0, , , , , , , ,6,4,2
21409,1,0, , , , , , , ,4,2,2
21410,1,0, , , , , , , ,4,2,2
21411,1,0, , , , , , , ,7,5,2
21412,1,0, , , , , , , ,5,3,2
21413,1,0, , , , , , , ,4,2,2
21414,1,0, , , , , , , ,2,1,1
21415,1,0, , , , , , , ,4,1,3
21416,1,0, , , , , , , ,4,1,3
21417,1,0, , , , , , , ,4,2,2
21418,1,0, , , , , , , ,3,1,2
21419,1,0, , , , , , , ,6,3,3
21420,1,0, , , , , , , ,2,1,1
21421,1,0, , , , , , , ,5,1,4
21422,1,0, , , , , , , ,3,2,1
21423,1,0, , , , , , , ,5,1,4
21424,1,0, , , , , , , ,9,4,5
21425,1,0, , , , , , , ,4,1,3
21426,1,0, , , , , , , ,3,2,1
21427,1,0, , , , , , , ,3,2,1
21428,1,0, , , , , , , ,3,2,1
21429,1,0, , , , , , , ,2,1,1
21430,1,0, ,1,2,2,2,2,2,2,1,1
21431,1,0, , , , , , , ,3,2,1
21432,1,0, , , , , , , ,2,1,1
21433,1,0, , , , , , , ,5,2,3
21434,1,0, , , , , , , ,3,2,1
21435,1,0, , , , , , , ,3,1,2
21436,1,0, , , , , , , ,2,1,1
21437,1,0, , , , , , , ,4,2,2
21438,1,0, , , , , , , ,4,2,2
21439,1,0, , , , , , , ,2,1,1
21440,1,0, , , , , , , ,5,3,2
21441,1,0, , , , , , , ,7,2,5
21442,1,0, , , , , , , ,1,0,1
21443,1,0, , , , , , , ,3,1,2
21444,1,0, , , , , , , ,5,2,3
21445,1,0, , , , , , , ,3,2,1
21446,1,0, , , , , , , ,2,1,1
21447,1,0, , , , , , , ,4,2,2
21448,1,0, , , , , , , ,5,2,3
21449,1,0, , , , , , , ,5,3,2
21450,1,0, , , , , , , ,3,2,1
21451,1,0, , , , , , , ,6,4,2
21452,1,0, , , , , , , ,3,1,2
21453,1,0, , , , , , , ,4,3,1
21454,1,0, , , , , , , ,4,1,3
21455,1,0, , , , , , , ,6,3,3
21456,1,0, , , , , , , ,3,1,2
21457,1,0, , , , , , , ,1,1,0
21458,1,0, , , , , , , ,3,2,1
21459,1,0, , , , , , , ,7,3,4
21460,1,0, , , , , , , ,7,6,1
21461,1,0, , , , , , , ,4,2,2
21462,1,0, , , , , , , ,4,2,2
21463,1,0, , , , , , , ,4,1,3
21464,1,0, , , , , , , ,3,2,1
21465,1,0, , , , , , , ,1,1,0
21466,1,0, , , , , , , ,1,1,0
21467,1,0, , , , , , , ,2,1,1
21468,1,0, , , , , , , ,1,0,1
21469,1,0, , , , , , , ,3,1,2
21470,1,0, , , , , , , ,5,4,1
21471,1,0, , , , , , , ,10,7,3
21472,1,0, , , , , , , ,3,1,2
21473,1,0, , , , , , , ,2,1,1
21474,1,0, , , , , , , ,3,2,1
21475,1,0, , , , , , , ,5,3,2
21476,1,0, , , , , , , ,1,0,1
21477,1,0, , , , , , , ,7,5,2
21478,1,0, , , , , , , ,4,2,2
21479,1,0, , , , , , , ,7,3,4
21480,1,0, , , , , , , ,4,3,1
21481,1,0, , , , , , , ,3,2,1
21482,1,0, , , , , , , ,3,1,2
21483,1,0, , , , , , , ,5,3,2
21484,1,0, , , , , , , ,6,3,3
21485,1,0, , , , , , , ,2,1,1
21486,1,0, , , , , , , ,7,4,3
21487,1,0, , , , , , , ,4,2,2
21488,1,0, , , , , , , ,6,3,3
21489,1,0, , , , , , , ,2,1,1
21490,1,0, , , , , , , ,2,0,2
21491,1,0, , , , , , , ,3,1,2
21492,1,0, , , , , , , ,2,1,1
21493,1,0, , , , , , , ,1,1,0
21494,1,0, , , , , , , ,2,1,1
21495,1,0, , , , , , , ,2,1,1
21496,1,0, , , , , , , ,1,1,0
21497,1,0, , , , , , , ,6,4,2
21498,1,0, , , , , , , ,2,1,1
21499,1,0, , , , , , , ,3,2,1
21500,1,0, , , , , , , ,3,2,1
21501,1,0, , , , , , , ,2,1,1
21502,1,0, , , , , , , ,8,3,5
21503,1,0, , , , , , , ,3,1,2
21504,1,0, , , , , , , ,2,1,1
21505,1,0, , , , , , , ,4,2,2
21506,1,0, , , , , , , ,3,2,1
21507,1,0, , , , , , , ,2,1,1
21508,1,0, , , , , , , ,5,3,2
21509,1,0, , , , , , , ,7,4,3
21510,1,0, , , , , , , ,6,5,1
21511,1,0, , , , , , , ,5,2,3
21512,1,0, , , , , , , ,8,4,4
21513,1,0, , , , , , , ,3,1,2
21514,1,0, , , , , , , ,5,2,3
21515,1,0, , , , , , , ,5,3,2
21516,1,0, , , , , , , ,6,4,2
21517,1,0, , , , , , , ,6,3,3
21518,1,0, , , , , , , ,5,3,2
21519,1,0, , , , , , , ,2,1,1
21520,1,0, , , , , , , ,2,1,1
21521,1,0, , , , , , , ,3,2,1
21522,1,0, , , , , , , ,4,3,1
21523,1,0, , , , , , , ,3,1,2
21524,1,0, , , , , , , ,4,2,2
21525,1,0, , , , , , , ,3,2,1
21526,1,0, ,1,2,2,2,2,2,1,1,0
21527,1,0, , , , , , , ,3,2,1
21528,1,0, , , , , , , ,1,1,0
21529,1,0, , , , , , , ,1,1,0
21530,1,0, , , , , , , ,7,2,5
21531,1,0, , , , , , , ,4,2,2
21532,1,0, , , , , , , ,3,2,1
21533,1,0, , , , , , , ,3,1,2
21534,1,0, , , , , , , ,5,3,2
21535,1,0, , , , , , , ,6,3,3
21536,1,0, , , , , , , ,1,1,0
21537,1,0, , , , , , , ,1,1,0
21538,1,0, , , , , , , ,2,1,1
21539,1,0, , , , , , , ,4,2,2
21540,1,0, , , , , , , ,1,1,0
21541,1,0, , , , , , , ,6,4,2
21542,1,0, , , , , , , ,6,3,3
21543,1,0, , , , , , , ,7,4,3
21544,1,0, , , , , , , ,1,0,1
21545,1,0, , , , , , , ,4,2,2
21546,1,0, , , , , , , ,4,1,3
21547,1,0, , , , , , , ,5,4,1
21548,1,0, , , , , , , ,2,1,1
21549,1,0, , , , , , , ,6,3,3
21550,1,0, , , , , , , ,3,1,2
21551,1,0, , , , , , , ,4,2,2
21552,1,0, , , , , , , ,4,3,1
21553,1,0, , , , , , , ,6,4,2
21554,1,0, , , , , , , ,7,4,3
21555,1,0, , , , , , , ,4,1,3
21556,1,0, , , , , , , ,3,2,1
21557,1,0, , , , , , , ,2,1,1
21558,1,0, , , , , , , ,2,1,1
21559,1,0, , , , , , , ,2,1,1
21560,1,0, , , , , , , ,4,1,3
21561,1,0, , , , , , , ,3,1,2
21562,1,0, , , , , , , ,6,4,2
21563,1,0, , , , , , , ,6,3,3
21564,1,0, , , , , , , ,3,1,2
21565,1,0, , , , , , , ,3,1,2
21566,1,0, , , , , , , ,3,2,1
21567,1,0, , , , , , , ,4,3,1
