folio,tot_hog,tam_loc,est_socio,est_dis,upm,factor_sem,region,entidad
5583,1,2,2,059,00899,1660,3,07
5584,1,2,2,059,00899,1660,3,07
5585,1,2,2,059,00899,1660,3,07
5586,1,2,2,059,00899,1660,3,07
5587,1,2,2,059,00899,1660,3,07
5588,1,2,2,059,00899,1660,3,07
5589,1,2,2,059,00900,1187,3,07
5590,1,2,2,059,00900,1187,3,07
5591,1,2,2,059,00900,1187,3,07
5592,1,2,2,059,00900,1187,3,07
5593,1,2,2,059,00900,1187,3,07
5594,1,2,2,059,00900,1187,3,07
5595,1,2,2,059,00900,1187,3,07
5596,1,2,2,059,00900,1187,3,07
5597,1,2,2,059,00900,1187,3,07
5598,1,2,2,059,00900,1187,3,07
5599,1,2,2,059,00900,1187,3,07
5600,1,2,2,059,00900,1187,3,07
5601,1,2,2,059,00900,1187,3,07
5602,1,2,2,059,00900,1187,3,07
5603,1,2,2,059,00900,1187,3,07
5604,1,2,2,059,00900,1187,3,07
5605,1,2,2,059,00900,1187,3,07
5606,1,2,2,059,00900,1187,3,07
5607,1,2,1,058,00901,882,3,07
5608,1,2,1,058,00901,882,3,07
5609,1,2,1,058,00901,882,3,07
5610,1,2,1,058,00901,882,3,07
5611,1,2,1,058,00901,882,3,07
5612,1,2,1,058,00901,882,3,07
5613,1,2,1,058,00901,882,3,07
5614,1,2,1,058,00901,882,3,07
5615,1,2,1,058,00901,882,3,07
5616,1,2,1,058,00901,882,3,07
5617,1,2,1,058,00901,882,3,07
5618,1,2,1,058,00901,882,3,07
5619,1,2,1,058,00901,882,3,07
5620,1,2,1,058,00901,882,3,07
5621,1,2,1,058,00901,882,3,07
5622,1,2,1,058,00901,882,3,07
5623,1,2,1,058,00901,882,3,07
5624,1,2,1,058,00901,882,3,07
5625,1,2,1,058,00901,882,3,07
5626,1,2,2,059,00902,1398,3,07
5627,1,2,2,059,00902,1398,3,07
5628,1,2,2,059,00902,1398,3,07
5629,1,2,2,059,00902,1398,3,07
5630,1,2,2,059,00902,1398,3,07
5631,1,2,2,059,00902,1398,3,07
5632,1,2,2,059,00902,1398,3,07
5633,1,2,2,059,00902,1398,3,07
5634,1,2,2,059,00902,1398,3,07
5635,1,2,2,059,00902,1398,3,07
5636,1,2,2,059,00902,1398,3,07
5637,1,2,2,059,00902,1398,3,07
5638,1,2,2,059,00902,1398,3,07
5639,1,2,2,059,00902,1398,3,07
5640,1,2,2,059,00902,1398,3,07
5641,1,2,2,059,00902,1398,3,07
5642,1,2,2,059,00902,1398,3,07
5643,1,2,2,059,00902,1398,3,07
5644,1,3,1,060,00903,1526,3,07
5645,1,3,1,060,00903,1526,3,07
5646,1,3,1,060,00903,1526,3,07
5647,1,3,1,060,00903,1526,3,07
5648,1,3,1,060,00903,1526,3,07
5649,1,3,1,060,00903,1526,3,07
5650,1,3,1,060,00903,1526,3,07
5651,1,3,1,060,00903,1526,3,07
5652,1,3,1,060,00903,1526,3,07
5653,1,3,1,060,00903,1526,3,07
5654,1,3,1,060,00903,1526,3,07
5655,1,3,1,060,00903,1526,3,07
5656,1,3,1,060,00903,1526,3,07
5657,1,3,1,060,00903,1526,3,07
5658,1,3,1,060,00903,1526,3,07
5659,1,3,1,060,00903,1526,3,07
5660,1,3,1,060,00903,1526,3,07
5661,1,3,1,060,00903,1526,3,07
5662,1,3,1,060,00903,1526,3,07
5663,1,3,2,061,00904,1414,3,07
5664,2,3,2,061,00904,1414,3,07
5665,1,3,2,061,00904,1414,3,07
5666,1,3,2,061,00904,1414,3,07
5667,1,3,2,061,00904,1414,3,07
5668,1,3,2,061,00904,1414,3,07
5669,1,3,2,061,00904,1414,3,07
5670,1,3,2,061,00904,1414,3,07
5671,1,3,2,061,00904,1414,3,07
5672,1,3,2,061,00904,1414,3,07
5673,1,3,2,061,00904,1414,3,07
5674,1,3,2,061,00904,1414,3,07
5675,1,3,2,061,00904,1414,3,07
5676,1,3,2,061,00904,1414,3,07
5677,1,3,2,061,00904,1414,3,07
5678,1,3,2,061,00904,1414,3,07
5679,1,3,2,061,00904,1414,3,07
5680,1,3,2,061,00904,1414,3,07
5681,1,3,2,061,00904,1414,3,07
5682,1,3,2,061,00904,1414,3,07
5683,1,3,1,060,00905,1678,3,07
5684,1,3,1,060,00905,1678,3,07
5685,1,3,1,060,00905,1678,3,07
5686,1,3,1,060,00905,1678,3,07
5687,1,3,1,060,00905,1678,3,07
5688,1,3,1,060,00905,1678,3,07
5689,1,3,1,060,00905,1678,3,07
5690,1,3,1,060,00905,1678,3,07
5691,1,3,1,060,00905,1678,3,07
5692,1,3,1,060,00905,1678,3,07
5693,1,3,1,060,00905,1678,3,07
5694,1,3,1,060,00905,1678,3,07
5695,1,3,1,060,00905,1678,3,07
5696,1,3,1,060,00905,1678,3,07
5697,1,3,1,060,00905,1678,3,07
5698,1,3,1,060,00905,1678,3,07
5699,1,3,1,060,00905,1678,3,07
5700,1,3,1,060,00905,1678,3,07
5701,1,3,1,060,00905,1678,3,07
5702,1,3,1,060,00905,1678,3,07
5703,1,3,2,061,00906,1252,3,07
5704,1,3,2,061,00906,1252,3,07
5705,1,3,2,061,00906,1252,3,07
5706,1,3,2,061,00906,1252,3,07
5707,1,3,2,061,00906,1252,3,07
5708,1,3,2,061,00906,1252,3,07
5709,1,3,2,061,00906,1252,3,07
5710,1,3,2,061,00906,1252,3,07
5711,1,3,2,061,00906,1252,3,07
5712,1,3,2,061,00906,1252,3,07
5713,1,3,2,061,00906,1252,3,07
5714,1,3,2,061,00906,1252,3,07
5715,1,3,2,061,00906,1252,3,07
5716,1,3,2,061,00906,1252,3,07
5717,1,3,2,061,00906,1252,3,07
5718,1,3,2,061,00906,1252,3,07
5719,1,3,2,061,00906,1252,3,07
5720,1,3,1,060,00907,1661,3,07
5721,1,3,1,060,00907,1661,3,07
5722,1,3,1,060,00907,1661,3,07
5723,1,3,1,060,00907,1661,3,07
5724,1,3,1,060,00907,1661,3,07
5725,1,3,1,060,00907,1661,3,07
5726,1,3,1,060,00907,1661,3,07
5727,1,3,1,060,00907,1661,3,07
5728,1,3,1,060,00907,1661,3,07
5729,1,3,1,060,00907,1661,3,07
5730,1,3,1,060,00907,1661,3,07
5731,1,3,1,060,00907,1661,3,07
5732,1,3,1,060,00907,1661,3,07
5733,1,3,1,060,00907,1661,3,07
5734,1,3,1,060,00907,1661,3,07
5735,1,3,1,060,00907,1661,3,07
5736,1,3,1,060,00907,1661,3,07
5737,1,3,1,060,00907,1661,3,07
5738,1,3,1,060,00907,1661,3,07
5739,1,3,2,061,00908,1149,3,07
5740,2,3,2,061,00908,1149,3,07
5741,1,3,2,061,00908,1149,3,07
5742,1,3,2,061,00908,1149,3,07
5743,1,3,2,061,00908,1149,3,07
5744,1,3,2,061,00908,1149,3,07
5745,1,3,2,061,00908,1149,3,07
5746,1,3,2,061,00908,1149,3,07
5747,1,3,2,061,00908,1149,3,07
5748,1,3,2,061,00908,1149,3,07
5749,1,3,2,061,00908,1149,3,07
5750,1,3,2,061,00908,1149,3,07
5751,1,3,2,061,00908,1149,3,07
5752,2,3,2,061,00908,1149,3,07
5753,1,3,2,061,00908,1149,3,07
5754,1,3,2,061,00908,1149,3,07
5755,1,3,2,061,00908,1149,3,07
5756,1,3,1,060,00909,1608,3,07
5757,1,3,1,060,00909,1608,3,07
5758,1,3,1,060,00909,1608,3,07
5759,1,3,1,060,00909,1608,3,07
5760,1,3,1,060,00909,1608,3,07
5761,1,3,1,060,00909,1608,3,07
5762,1,3,1,060,00909,1608,3,07
5763,1,3,1,060,00909,1608,3,07
5764,1,3,1,060,00909,1608,3,07
5765,1,3,1,060,00909,1608,3,07
5766,1,3,1,060,00909,1608,3,07
5767,1,3,1,060,00909,1608,3,07
5768,1,3,1,060,00909,1608,3,07
5769,1,3,1,060,00909,1608,3,07
5770,1,3,1,060,00909,1608,3,07
5771,1,3,1,060,00909,1608,3,07
5772,1,3,1,060,00909,1608,3,07
5773,1,3,1,060,00909,1608,3,07
5774,1,3,1,060,00909,1608,3,07
5775,1,3,2,061,00910,1341,3,07
5776,1,3,2,061,00910,1341,3,07
5777,2,3,2,061,00910,1341,3,07
5778,1,3,2,061,00910,1341,3,07
5779,1,3,2,061,00910,1341,3,07
5780,1,3,2,061,00910,1341,3,07
5781,1,3,2,061,00910,1341,3,07
5782,1,3,2,061,00910,1341,3,07
5783,1,3,2,061,00910,1341,3,07
5784,1,3,2,061,00910,1341,3,07
5785,1,3,2,061,00910,1341,3,07
5786,1,3,2,061,00910,1341,3,07
5787,1,3,2,061,00910,1341,3,07
5788,1,3,2,061,00910,1341,3,07
5789,1,3,2,061,00910,1341,3,07
5790,1,3,2,061,00910,1341,3,07
5791,1,3,2,061,00910,1341,3,07
5792,1,3,2,061,00910,1341,3,07
5793,1,3,2,061,00910,1341,3,07
5794,1,4,1,062,00911,1407,3,07
5795,1,4,1,062,00911,1407,3,07
5796,1,4,1,062,00911,1407,3,07
5797,1,4,1,062,00911,1407,3,07
5798,1,4,1,062,00911,1407,3,07
5799,1,4,1,062,00911,1407,3,07
5800,1,4,1,062,00911,1407,3,07
5801,1,4,1,062,00911,1407,3,07
5802,1,4,1,062,00911,1407,3,07
5803,1,4,1,062,00911,1407,3,07
5804,1,4,1,062,00911,1407,3,07
5805,1,4,1,062,00911,1407,3,07
5806,1,4,1,062,00911,1407,3,07
5807,1,4,1,062,00911,1407,3,07
5808,1,4,1,062,00911,1407,3,07
5809,1,4,1,062,00911,1407,3,07
5810,1,4,1,062,00911,1407,3,07
5811,1,4,1,062,00911,1407,3,07
5812,1,4,1,062,00911,1407,3,07
5813,1,4,1,062,00911,1407,3,07
5814,1,4,1,062,00912,1483,3,07
5815,1,4,1,062,00912,1483,3,07
5816,1,4,1,062,00912,1483,3,07
5817,1,4,1,062,00912,1483,3,07
5818,1,4,1,062,00912,1483,3,07
5819,1,4,1,062,00912,1483,3,07
5820,1,4,1,062,00912,1483,3,07
5821,1,4,1,062,00912,1483,3,07
5822,1,4,1,062,00912,1483,3,07
5823,2,4,1,062,00912,1483,3,07
5824,1,4,1,062,00912,1483,3,07
5825,1,4,1,062,00912,1483,3,07
5826,1,4,1,062,00912,1483,3,07
5827,1,4,1,062,00912,1483,3,07
5828,1,4,1,062,00912,1483,3,07
5829,1,4,1,062,00912,1483,3,07
5830,1,4,1,062,00912,1483,3,07
5831,1,4,1,062,00912,1483,3,07
5832,1,4,1,062,00912,1483,3,07
5833,1,4,2,063,00913,1031,3,07
5834,1,4,2,063,00913,1031,3,07
5835,1,4,2,063,00913,1031,3,07
5836,1,4,2,063,00913,1031,3,07
5837,1,4,2,063,00913,1031,3,07
5838,1,4,2,063,00913,1031,3,07
5839,1,4,2,063,00913,1031,3,07
5840,1,4,2,063,00913,1031,3,07
5841,1,4,2,063,00913,1031,3,07
5842,2,4,2,063,00913,1031,3,07
5843,1,4,2,063,00913,1031,3,07
5844,1,4,2,063,00913,1031,3,07
5845,1,4,2,063,00913,1031,3,07
5846,1,4,2,063,00913,1031,3,07
5847,1,4,2,063,00913,1031,3,07
5848,1,4,2,063,00913,1031,3,07
5849,1,4,2,063,00913,1031,3,07
5850,1,4,2,063,00913,1031,3,07
5851,2,4,2,063,00914,1174,3,07
5852,1,4,2,063,00914,1174,3,07
5853,1,4,2,063,00914,1174,3,07
5854,1,4,2,063,00914,1174,3,07
5855,1,4,2,063,00914,1174,3,07
5856,1,4,2,063,00914,1174,3,07
5857,1,4,2,063,00914,1174,3,07
5858,1,4,2,063,00914,1174,3,07
5859,1,4,2,063,00914,1174,3,07
5860,1,4,2,063,00914,1174,3,07
5861,1,4,2,063,00914,1174,3,07
5862,1,4,2,063,00914,1174,3,07
5863,1,4,2,063,00914,1174,3,07
5864,1,4,2,063,00914,1174,3,07
5865,1,4,2,063,00914,1174,3,07
5866,1,4,2,063,00914,1174,3,07
5867,1,4,2,063,00914,1174,3,07
5868,1,4,1,062,00915,1335,3,07
5869,1,4,1,062,00915,1335,3,07
5870,1,4,1,062,00915,1335,3,07
5871,1,4,1,062,00915,1335,3,07
5872,1,4,1,062,00915,1335,3,07
5873,1,4,1,062,00915,1335,3,07
5874,1,4,1,062,00915,1335,3,07
5875,1,4,1,062,00915,1335,3,07
5876,1,4,1,062,00915,1335,3,07
5877,1,4,1,062,00915,1335,3,07
5878,1,4,1,062,00915,1335,3,07
5879,1,4,1,062,00915,1335,3,07
5880,1,4,1,062,00915,1335,3,07
5881,1,4,1,062,00915,1335,3,07
5882,1,4,1,062,00915,1335,3,07
5883,1,4,1,062,00915,1335,3,07
5884,1,4,1,062,00915,1335,3,07
5885,1,4,1,062,00915,1335,3,07
5886,1,4,1,062,00916,1604,3,07
5887,1,4,1,062,00916,1604,3,07
5888,1,4,1,062,00916,1604,3,07
5889,1,4,1,062,00916,1604,3,07
5890,1,4,1,062,00916,1604,3,07
5891,1,4,1,062,00916,1604,3,07
5892,1,4,1,062,00916,1604,3,07
5893,1,4,1,062,00916,1604,3,07
5894,1,4,1,062,00916,1604,3,07
5895,1,4,1,062,00916,1604,3,07
5896,2,4,1,062,00916,1604,3,07
5897,1,4,1,062,00916,1604,3,07
5898,1,4,1,062,00916,1604,3,07
5899,1,4,1,062,00916,1604,3,07
5900,1,4,1,062,00916,1604,3,07
5901,1,4,1,062,00916,1604,3,07
5902,1,4,1,062,00916,1604,3,07
5903,1,4,1,062,00916,1604,3,07
5904,1,4,1,062,00916,1604,3,07
5905,1,4,1,062,00916,1604,3,07
5906,1,4,1,062,00916,1604,3,07
5907,1,4,1,062,00917,1763,3,07
5908,1,4,1,062,00917,1763,3,07
5909,1,4,1,062,00917,1763,3,07
5910,1,4,1,062,00917,1763,3,07
5911,1,4,1,062,00917,1763,3,07
5912,1,4,1,062,00917,1763,3,07
5913,1,4,1,062,00917,1763,3,07
5914,1,4,1,062,00917,1763,3,07
5915,1,4,1,062,00917,1763,3,07
5916,1,4,1,062,00917,1763,3,07
5917,1,4,1,062,00917,1763,3,07
5918,1,4,1,062,00917,1763,3,07
5919,1,4,1,062,00917,1763,3,07
5920,1,4,1,062,00917,1763,3,07
5921,1,4,1,062,00917,1763,3,07
5922,1,4,1,062,00917,1763,3,07
5923,1,4,1,062,00917,1763,3,07
5924,1,4,1,062,00917,1763,3,07
5925,1,4,1,062,00917,1763,3,07
5926,1,4,1,062,00918,1315,3,07
5927,1,4,1,062,00918,1315,3,07
5928,1,4,1,062,00918,1315,3,07
5929,1,4,1,062,00918,1315,3,07
5930,1,4,1,062,00918,1315,3,07
5931,1,4,1,062,00918,1315,3,07
5932,1,4,1,062,00918,1315,3,07
5933,1,4,1,062,00918,1315,3,07
5934,1,4,1,062,00918,1315,3,07
5935,1,4,1,062,00918,1315,3,07
5936,1,4,1,062,00918,1315,3,07
5937,1,4,1,062,00918,1315,3,07
5938,1,4,1,062,00918,1315,3,07
5939,1,4,1,062,00918,1315,3,07
5940,1,4,1,062,00918,1315,3,07
5941,1,4,1,062,00918,1315,3,07
5942,1,4,1,062,00918,1315,3,07
5943,1,4,1,062,00918,1315,3,07
5944,1,4,1,062,00918,1315,3,07
5945,1,4,1,062,00919,1313,3,07
5946,1,4,1,062,00919,1313,3,07
5947,1,4,1,062,00919,1313,3,07
5948,1,4,1,062,00919,1313,3,07
5949,1,4,1,062,00919,1313,3,07
5950,1,4,1,062,00919,1313,3,07
5951,1,4,1,062,00919,1313,3,07
5952,1,4,1,062,00919,1313,3,07
5953,1,4,1,062,00919,1313,3,07
5954,1,4,1,062,00919,1313,3,07
5955,1,4,1,062,00919,1313,3,07
5956,1,4,1,062,00919,1313,3,07
5957,1,4,1,062,00919,1313,3,07
5958,1,4,1,062,00919,1313,3,07
5959,1,4,1,062,00919,1313,3,07
5960,1,4,1,062,00919,1313,3,07
5961,1,4,1,062,00919,1313,3,07
5962,1,4,1,062,00919,1313,3,07
5963,1,4,1,062,00919,1313,3,07
5964,1,4,1,062,00920,1432,3,07
5965,1,4,1,062,00920,1432,3,07
5966,1,4,1,062,00920,1432,3,07
5967,1,4,1,062,00920,1432,3,07
5968,1,4,1,062,00920,1432,3,07
5969,1,4,1,062,00920,1432,3,07
5970,1,4,1,062,00920,1432,3,07
5971,1,4,1,062,00920,1432,3,07
5972,1,4,1,062,00920,1432,3,07
5973,1,4,1,062,00920,1432,3,07
5974,1,4,1,062,00920,1432,3,07
5975,1,4,1,062,00920,1432,3,07
5976,1,4,1,062,00920,1432,3,07
5977,1,4,1,062,00920,1432,3,07
5978,1,4,1,062,00920,1432,3,07
5979,2,4,1,062,00920,1432,3,07
5980,1,4,1,062,00920,1432,3,07
5981,1,4,1,062,00920,1432,3,07
5982,1,4,1,062,00920,1432,3,07
5983,1,4,1,062,00920,1432,3,07
5984,1,4,1,062,00921,1250,3,07
5985,1,4,1,062,00921,1250,3,07
5986,1,4,1,062,00921,1250,3,07
5987,1,4,1,062,00921,1250,3,07
5988,1,4,1,062,00921,1250,3,07
5989,1,4,1,062,00921,1250,3,07
5990,2,4,1,062,00921,1250,3,07
5991,1,4,1,062,00921,1250,3,07
5992,1,4,1,062,00921,1250,3,07
5993,1,4,1,062,00921,1250,3,07
5994,1,4,1,062,00921,1250,3,07
5995,1,4,1,062,00921,1250,3,07
5996,1,4,1,062,00921,1250,3,07
5997,1,4,1,062,00921,1250,3,07
5998,1,4,1,062,00921,1250,3,07
5999,1,4,1,062,00921,1250,3,07
6000,1,4,1,062,00921,1250,3,07
6001,1,4,1,062,00921,1250,3,07
6002,1,4,1,062,00921,1250,3,07
6003,1,4,1,062,00921,1250,3,07
6004,1,4,1,062,00921,1250,3,07
6005,1,4,1,062,00922,1593,3,07
6006,1,4,1,062,00922,1593,3,07
6007,1,4,1,062,00922,1593,3,07
6008,1,4,1,062,00922,1593,3,07
6009,1,4,1,062,00922,1593,3,07
6010,1,4,1,062,00922,1593,3,07
6011,1,4,1,062,00922,1593,3,07
6012,1,4,1,062,00922,1593,3,07
6013,1,4,1,062,00922,1593,3,07
6014,1,4,1,062,00922,1593,3,07
6015,1,4,1,062,00922,1593,3,07
6016,1,4,1,062,00922,1593,3,07
6017,1,4,1,062,00922,1593,3,07
6018,1,4,1,062,00922,1593,3,07
6019,1,4,1,062,00922,1593,3,07
6020,1,4,1,062,00922,1593,3,07
6021,1,4,1,062,00922,1593,3,07
6022,1,4,1,062,00922,1593,3,07
6023,1,4,1,062,00922,1593,3,07
6024,1,4,1,062,00922,1593,3,07
6025,1,4,1,062,00923,1914,3,07
6026,1,4,1,062,00923,1914,3,07
6027,1,4,1,062,00923,1914,3,07
6028,1,4,1,062,00923,1914,3,07
6029,1,4,1,062,00923,1914,3,07
6030,1,4,1,062,00923,1914,3,07
6031,1,4,1,062,00923,1914,3,07
6032,1,4,1,062,00923,1914,3,07
6033,1,4,1,062,00923,1914,3,07
6034,1,4,1,062,00923,1914,3,07
6035,1,4,1,062,00923,1914,3,07
6036,1,4,1,062,00923,1914,3,07
6037,1,4,1,062,00923,1914,3,07
6038,1,4,1,062,00923,1914,3,07
6039,1,4,1,062,00923,1914,3,07
6040,1,4,1,062,00923,1914,3,07
6041,1,4,1,062,00923,1914,3,07
6042,1,4,1,062,00923,1914,3,07
6043,1,4,1,062,00924,1318,3,07
6044,1,4,1,062,00924,1318,3,07
6045,1,4,1,062,00924,1318,3,07
6046,1,4,1,062,00924,1318,3,07
6047,1,4,1,062,00924,1318,3,07
6048,1,4,1,062,00924,1318,3,07
6049,1,4,1,062,00924,1318,3,07
6050,1,4,1,062,00924,1318,3,07
6051,1,4,1,062,00924,1318,3,07
6052,1,4,1,062,00924,1318,3,07
6053,1,4,1,062,00924,1318,3,07
6054,1,4,1,062,00924,1318,3,07
6055,1,4,1,062,00924,1318,3,07
6056,1,4,1,062,00924,1318,3,07
6057,1,4,1,062,00924,1318,3,07
6058,1,4,1,062,00924,1318,3,07
6059,1,4,1,062,00924,1318,3,07
6060,1,4,1,062,00924,1318,3,07
6061,1,4,1,062,00924,1318,3,07
6062,1,4,1,062,00925,1603,3,07
6063,1,4,1,062,00925,1603,3,07
6064,1,4,1,062,00925,1603,3,07
6065,1,4,1,062,00925,1603,3,07
6066,1,4,1,062,00925,1603,3,07
6067,1,4,1,062,00925,1603,3,07
6068,1,4,1,062,00925,1603,3,07
6069,1,4,1,062,00925,1603,3,07
6070,1,4,1,062,00925,1603,3,07
6071,1,4,1,062,00925,1603,3,07
6072,1,4,1,062,00925,1603,3,07
6073,1,4,1,062,00925,1603,3,07
6074,1,4,1,062,00925,1603,3,07
6075,1,4,1,062,00925,1603,3,07
6076,1,4,1,062,00925,1603,3,07
6077,1,4,1,062,00925,1603,3,07
6078,1,4,1,062,00925,1603,3,07
6079,1,4,1,062,00925,1603,3,07
6080,1,4,1,062,00925,1603,3,07
6081,1,4,1,062,00925,1603,3,07
6082,1,4,1,062,00925,1603,3,07
6083,1,4,1,062,00925,1603,3,07
6084,1,4,1,062,00926,1321,3,07
6085,1,4,1,062,00926,1321,3,07
6086,1,4,1,062,00926,1321,3,07
6087,1,4,1,062,00926,1321,3,07
6088,2,4,1,062,00926,1321,3,07
6089,1,4,1,062,00926,1321,3,07
6090,1,4,1,062,00926,1321,3,07
6091,1,4,1,062,00926,1321,3,07
6092,1,4,1,062,00926,1321,3,07
6093,1,4,1,062,00926,1321,3,07
6094,1,4,1,062,00926,1321,3,07
6095,1,4,1,062,00926,1321,3,07
6096,1,4,1,062,00926,1321,3,07
6097,1,4,1,062,00926,1321,3,07
6098,1,4,1,062,00926,1321,3,07
6099,1,4,1,062,00926,1321,3,07
6100,1,4,1,062,00926,1321,3,07
6101,1,4,1,062,00926,1321,3,07
6102,1,4,1,062,00926,1321,3,07
6103,1,4,1,062,00927,1407,3,07
6104,1,4,1,062,00927,1407,3,07
6105,1,4,1,062,00927,1407,3,07
6106,1,4,1,062,00927,1407,3,07
6107,1,4,1,062,00927,1407,3,07
6108,1,4,1,062,00927,1407,3,07
6109,1,4,1,062,00927,1407,3,07
6110,1,4,1,062,00927,1407,3,07
6111,1,4,1,062,00927,1407,3,07
6112,1,4,1,062,00927,1407,3,07
6113,1,4,1,062,00927,1407,3,07
6114,1,4,1,062,00927,1407,3,07
6115,1,4,1,062,00927,1407,3,07
6116,1,4,1,062,00927,1407,3,07
6117,1,4,1,062,00927,1407,3,07
6118,1,4,1,062,00927,1407,3,07
6119,1,4,1,062,00927,1407,3,07
6120,1,4,1,062,00928,1288,3,07
6121,1,4,1,062,00928,1288,3,07
6122,1,4,1,062,00928,1288,3,07
6123,1,4,1,062,00928,1288,3,07
6124,1,4,1,062,00928,1288,3,07
6125,1,4,1,062,00928,1288,3,07
6126,1,4,1,062,00928,1288,3,07
6127,1,4,1,062,00928,1288,3,07
6128,1,4,1,062,00928,1288,3,07
6129,1,4,1,062,00928,1288,3,07
6130,1,4,1,062,00928,1288,3,07
6131,1,4,1,062,00928,1288,3,07
6132,1,4,1,062,00928,1288,3,07
6133,1,4,1,062,00928,1288,3,07
6134,1,4,1,062,00928,1288,3,07
6135,1,4,1,062,00928,1288,3,07
6136,1,4,1,062,00928,1288,3,07
6137,1,4,1,062,00928,1288,3,07
6138,1,4,1,062,00928,1288,3,07
6139,1,4,1,062,00928,1288,3,07
6140,1,4,1,062,00929,1777,3,07
6141,1,4,1,062,00929,1777,3,07
6142,1,4,1,062,00929,1777,3,07
6143,1,4,1,062,00929,1777,3,07
6144,1,4,1,062,00929,1777,3,07
6145,1,4,1,062,00929,1777,3,07
6146,1,4,1,062,00929,1777,3,07
6147,1,4,1,062,00929,1777,3,07
6148,1,4,1,062,00929,1777,3,07
6149,1,4,1,062,00929,1777,3,07
6150,1,4,1,062,00929,1777,3,07
6151,1,4,1,062,00929,1777,3,07
6152,1,4,1,062,00929,1777,3,07
6153,1,4,1,062,00929,1777,3,07
6154,1,4,1,062,00929,1777,3,07
6155,1,4,1,062,00929,1777,3,07
6156,1,4,1,062,00929,1777,3,07
6157,1,4,1,062,00929,1777,3,07
6158,1,4,1,062,00930,1255,3,07
6159,1,4,1,062,00930,1255,3,07
6160,1,4,1,062,00930,1255,3,07
6161,1,4,1,062,00930,1255,3,07
6162,1,4,1,062,00930,1255,3,07
6163,1,4,1,062,00930,1255,3,07
6164,1,4,1,062,00930,1255,3,07
6165,1,4,1,062,00930,1255,3,07
6166,1,4,1,062,00930,1255,3,07
6167,1,4,1,062,00930,1255,3,07
6168,1,4,1,062,00930,1255,3,07
6169,1,4,1,062,00930,1255,3,07
6170,1,4,1,062,00930,1255,3,07
6171,1,4,1,062,00930,1255,3,07
6172,1,4,1,062,00930,1255,3,07
6173,1,4,1,062,00930,1255,3,07
6174,1,4,1,062,00930,1255,3,07
6175,1,4,1,062,00930,1255,3,07
6176,1,4,1,062,00930,1255,3,07
6177,1,4,1,062,00930,1255,3,07
6178,1,4,1,062,00930,1255,3,07
6179,1,4,1,062,00931,1591,3,07
6180,1,4,1,062,00931,1591,3,07
6181,1,4,1,062,00931,1591,3,07
6182,1,4,1,062,00931,1591,3,07
6183,1,4,1,062,00931,1591,3,07
6184,1,4,1,062,00931,1591,3,07
6185,1,4,1,062,00931,1591,3,07
6186,1,4,1,062,00932,1375,3,07
6187,1,4,1,062,00932,1375,3,07
6188,1,4,1,062,00932,1375,3,07
6189,1,4,1,062,00932,1375,3,07
6190,1,4,1,062,00932,1375,3,07
6191,1,4,1,062,00932,1375,3,07
6192,1,4,1,062,00932,1375,3,07
6193,1,4,1,062,00932,1375,3,07
6194,1,4,1,062,00932,1375,3,07
6195,1,4,1,062,00932,1375,3,07
6196,1,4,1,062,00932,1375,3,07
6197,1,4,1,062,00932,1375,3,07
6198,1,4,1,062,00932,1375,3,07
6199,1,4,1,062,00932,1375,3,07
6200,1,4,1,062,00932,1375,3,07
6201,1,4,1,062,00932,1375,3,07
6202,1,4,1,062,00932,1375,3,07
6203,1,4,1,062,00932,1375,3,07
6204,1,4,1,062,00932,1375,3,07
6205,1,4,1,062,00932,1375,3,07
6206,1,4,1,062,00932,1375,3,07
6207,1,4,1,062,00932,1375,3,07
6208,1,4,1,062,00932,1375,3,07
6209,1,4,1,062,00932,1375,3,07
6210,1,4,1,062,00932,1375,3,07
6211,1,1,3,074,00933,968,1,08
6212,1,1,3,074,00933,968,1,08
6213,1,1,3,074,00933,968,1,08
6214,1,1,3,074,00933,968,1,08
6215,1,1,3,074,00934,1226,1,08
6216,1,1,3,074,00934,1226,1,08
6217,1,1,3,074,00934,1226,1,08
6218,1,1,3,074,00934,1226,1,08
6219,1,1,2,073,00935,1523,1,08
6220,1,1,2,073,00935,1523,1,08
6221,1,1,2,073,00935,1523,1,08
6222,1,1,2,073,00935,1523,1,08
6223,1,1,2,073,00935,1523,1,08
6224,1,1,2,073,00936,1435,1,08
6225,1,1,2,073,00936,1435,1,08
6226,1,1,2,073,00936,1435,1,08
6227,1,1,2,073,00936,1435,1,08
6228,1,1,3,074,00937,1402,1,08
6229,1,1,3,074,00937,1402,1,08
6230,1,1,3,074,00937,1402,1,08
6231,1,1,3,074,00937,1402,1,08
6232,1,1,3,074,00938,940,1,08
6233,1,1,3,074,00938,940,1,08
6234,1,1,3,074,00938,940,1,08
6235,1,1,3,074,00938,940,1,08
6236,1,1,3,074,00938,940,1,08
6237,1,1,2,073,00939,1237,1,08
6238,1,1,2,073,00939,1237,1,08
6239,1,1,2,073,00939,1237,1,08
6240,1,1,2,073,00939,1237,1,08
6241,1,1,2,073,00939,1237,1,08
6242,1,1,2,073,00940,1238,1,08
6243,1,1,2,073,00940,1238,1,08
6244,1,1,2,073,00940,1238,1,08
6245,1,1,2,073,00940,1238,1,08
6246,1,1,2,073,00940,1238,1,08
6247,1,1,3,074,00941,1079,1,08
6248,1,1,3,074,00941,1079,1,08
