folio,tot_hog,tam_loc,est_socio,est_dis,upm,factor_sem,region,entidad
1,1,1,3,006,00001,373,2,01
2,1,1,3,006,00001,373,2,01
3,1,1,3,006,00001,373,2,01
4,1,1,3,006,00001,373,2,01
5,1,1,3,006,00001,373,2,01
6,1,1,3,006,00002,387,2,01
7,1,1,3,006,00002,387,2,01
8,1,1,3,006,00002,387,2,01
9,1,1,3,006,00002,387,2,01
10,1,1,3,006,00003,372,2,01
11,1,1,3,006,00003,372,2,01
12,1,1,3,006,00003,372,2,01
13,1,1,3,006,00003,372,2,01
14,1,1,3,006,00003,372,2,01
15,1,1,2,005,00004,318,2,01
16,1,1,2,005,00004,318,2,01
17,1,1,2,005,00004,318,2,01
18,1,1,2,005,00004,318,2,01
19,1,1,2,005,00004,318,2,01
20,1,1,3,006,00005,447,2,01
21,1,1,3,006,00005,447,2,01
22,1,1,3,006,00005,447,2,01
23,1,1,3,006,00005,447,2,01
24,1,1,3,006,00005,447,2,01
25,1,1,3,006,00006,314,2,01
26,1,1,3,006,00006,314,2,01
27,1,1,3,006,00006,314,2,01
28,1,1,3,006,00006,314,2,01
29,1,1,3,006,00006,314,2,01
30,1,1,3,006,00007,357,2,01
31,1,1,3,006,00007,357,2,01
32,1,1,3,006,00007,357,2,01
33,1,1,3,006,00007,357,2,01
34,1,1,3,006,00007,357,2,01
35,1,1,3,006,00008,342,2,01
36,1,1,3,006,00008,342,2,01
37,1,1,3,006,00008,342,2,01
38,1,1,3,006,00008,342,2,01
39,1,1,3,006,00009,366,2,01
40,1,1,3,006,00009,366,2,01
41,1,1,3,006,00009,366,2,01
42,1,1,3,006,00009,366,2,01
43,1,1,3,006,00009,366,2,01
44,1,1,3,006,00010,366,2,01
45,1,1,3,006,00010,366,2,01
46,1,1,3,006,00010,366,2,01
47,1,1,3,006,00010,366,2,01
48,1,1,3,006,00010,366,2,01
49,1,1,3,006,00011,311,2,01
50,1,1,3,006,00011,311,2,01
51,1,1,3,006,00011,311,2,01
52,1,1,3,006,00012,352,2,01
53,1,1,3,006,00012,352,2,01
54,1,1,3,006,00012,352,2,01
55,1,1,3,006,00012,352,2,01
56,1,1,3,006,00012,352,2,01
57,1,1,4,007,00013,401,2,01
58,1,1,4,007,00013,401,2,01
59,1,1,4,007,00013,401,2,01
60,1,1,4,007,00013,401,2,01
61,1,1,4,007,00013,401,2,01
62,1,1,3,006,00014,390,2,01
63,1,1,3,006,00014,390,2,01
64,1,1,3,006,00014,390,2,01
65,1,1,3,006,00014,390,2,01
66,1,1,3,006,00014,390,2,01
67,1,1,3,006,00015,342,2,01
68,1,1,3,006,00015,342,2,01
69,1,1,3,006,00015,342,2,01
70,1,1,3,006,00015,342,2,01
71,1,1,3,006,00015,342,2,01
72,1,1,2,005,00016,301,2,01
73,1,1,2,005,00016,301,2,01
74,1,1,2,005,00016,301,2,01
75,1,1,2,005,00016,301,2,01
76,1,1,2,005,00016,301,2,01
77,1,1,4,007,00017,390,2,01
78,1,1,4,007,00017,390,2,01
79,1,1,4,007,00017,390,2,01
80,1,1,4,007,00017,390,2,01
81,1,1,3,006,00018,341,2,01
82,1,1,3,006,00018,341,2,01
83,1,1,3,006,00018,341,2,01
84,1,1,3,006,00018,341,2,01
85,1,1,2,005,00019,297,2,01
86,1,1,2,005,00019,297,2,01
87,1,1,2,005,00019,297,2,01
88,1,1,2,005,00019,297,2,01
89,1,1,2,005,00019,297,2,01
90,1,1,3,006,00020,265,2,01
91,1,1,3,006,00020,265,2,01
92,1,1,3,006,00020,265,2,01
93,1,1,3,006,00020,265,2,01
94,1,1,3,006,00020,265,2,01
95,1,1,4,007,00021,402,2,01
96,1,1,4,007,00021,402,2,01
97,1,1,4,007,00021,402,2,01
98,1,1,4,007,00021,402,2,01
99,1,1,4,007,00021,402,2,01
100,1,1,3,006,00022,368,2,01
101,1,1,3,006,00022,368,2,01
102,1,1,3,006,00022,368,2,01
103,1,1,3,006,00022,368,2,01
104,1,1,3,006,00022,368,2,01
105,1,1,3,006,00023,350,2,01
106,1,1,3,006,00023,350,2,01
107,1,1,3,006,00023,350,2,01
108,1,1,3,006,00023,350,2,01
109,1,1,3,006,00024,406,2,01
110,1,1,3,006,00024,406,2,01
111,1,1,3,006,00024,406,2,01
112,1,1,3,006,00024,406,2,01
113,1,1,3,006,00024,406,2,01
114,1,1,3,006,00025,381,2,01
115,1,1,3,006,00025,381,2,01
116,1,1,3,006,00025,381,2,01
117,1,1,3,006,00025,381,2,01
118,1,1,3,006,00025,381,2,01
119,1,1,3,006,00026,358,2,01
120,1,1,3,006,00026,358,2,01
121,1,1,3,006,00026,358,2,01
122,1,1,3,006,00026,358,2,01
123,1,1,3,006,00026,358,2,01
124,1,1,2,005,00027,401,2,01
125,1,1,2,005,00027,401,2,01
126,1,1,2,005,00027,401,2,01
127,1,1,4,007,00028,345,2,01
128,1,1,4,007,00028,345,2,01
129,1,1,4,007,00028,345,2,01
130,1,1,4,007,00028,345,2,01
131,1,1,3,006,00029,335,2,01
132,1,1,3,006,00029,335,2,01
133,1,1,3,006,00029,335,2,01
134,1,1,3,006,00030,360,2,01
135,1,1,3,006,00030,360,2,01
136,1,1,3,006,00030,360,2,01
137,1,1,3,006,00030,360,2,01
138,1,1,3,006,00030,360,2,01
139,1,1,2,005,00031,362,2,01
140,1,1,2,005,00031,362,2,01
141,1,1,2,005,00031,362,2,01
142,1,1,2,005,00031,362,2,01
143,1,1,2,005,00031,362,2,01
144,1,1,2,005,00032,369,2,01
145,1,1,2,005,00032,369,2,01
146,1,1,2,005,00032,369,2,01
147,1,1,2,005,00032,369,2,01
148,1,1,2,005,00032,369,2,01
149,1,1,3,006,00033,317,2,01
150,1,1,3,006,00033,317,2,01
151,1,1,3,006,00033,317,2,01
152,1,1,3,006,00033,317,2,01
153,1,1,3,006,00033,317,2,01
154,1,1,3,006,00034,362,2,01
155,1,1,3,006,00034,362,2,01
156,1,1,3,006,00034,362,2,01
157,1,1,3,006,00034,362,2,01
158,1,1,3,006,00034,362,2,01
159,1,1,3,006,00035,380,2,01
160,1,1,3,006,00035,380,2,01
161,1,1,3,006,00035,380,2,01
162,1,1,3,006,00035,380,2,01
163,1,1,3,006,00035,380,2,01
164,1,1,3,006,00036,370,2,01
165,1,1,3,006,00036,370,2,01
166,1,1,3,006,00036,370,2,01
167,1,1,3,006,00036,370,2,01
168,1,1,4,007,00037,349,2,01
169,1,1,4,007,00037,349,2,01
170,1,1,4,007,00037,349,2,01
171,1,1,4,007,00037,349,2,01
172,1,1,4,007,00037,349,2,01
173,1,1,4,007,00038,414,2,01
174,1,1,4,007,00038,414,2,01
175,1,1,4,007,00038,414,2,01
176,1,1,4,007,00038,414,2,01
177,1,1,4,007,00039,384,2,01
178,1,1,4,007,00039,384,2,01
179,1,1,4,007,00039,384,2,01
180,1,1,4,007,00039,384,2,01
181,1,1,4,007,00039,384,2,01
182,1,1,3,006,00040,384,2,01
183,1,1,3,006,00040,384,2,01
184,1,1,3,006,00040,384,2,01
185,1,1,3,006,00040,384,2,01
186,1,1,3,006,00040,384,2,01
187,1,1,3,006,00041,342,2,01
188,1,1,3,006,00041,342,2,01
189,1,1,3,006,00041,342,2,01
190,1,1,3,006,00041,342,2,01
191,1,1,3,006,00042,383,2,01
192,1,1,3,006,00042,383,2,01
193,1,1,3,006,00042,383,2,01
194,1,1,3,006,00042,383,2,01
195,1,1,3,006,00043,356,2,01
196,1,1,3,006,00043,356,2,01
197,1,1,3,006,00043,356,2,01
198,1,1,3,006,00043,356,2,01
199,1,1,3,006,00043,356,2,01
200,1,1,3,006,00044,366,2,01
201,1,1,3,006,00044,366,2,01
202,1,1,3,006,00044,366,2,01
203,1,1,3,006,00044,366,2,01
204,1,1,3,006,00044,366,2,01
205,1,1,3,006,00045,380,2,01
206,1,1,3,006,00045,380,2,01
207,1,1,3,006,00045,380,2,01
208,1,1,3,006,00045,380,2,01
209,1,1,3,006,00045,380,2,01
210,1,1,3,006,00046,374,2,01
211,1,1,3,006,00046,374,2,01
212,1,1,3,006,00046,374,2,01
213,1,1,3,006,00046,374,2,01
214,1,1,3,006,00046,374,2,01
215,1,1,3,006,00047,350,2,01
216,1,1,3,006,00047,350,2,01
217,1,1,3,006,00047,350,2,01
218,1,1,3,006,00047,350,2,01
219,1,1,3,006,00047,350,2,01
220,1,1,3,006,00048,382,2,01
221,1,1,3,006,00048,382,2,01
222,1,1,3,006,00048,382,2,01
223,1,1,3,006,00048,382,2,01
224,1,1,2,005,00049,376,2,01
225,1,1,2,005,00049,376,2,01
226,1,1,2,005,00049,376,2,01
227,2,1,2,005,00049,376,2,01
228,1,1,2,005,00049,376,2,01
229,1,1,4,007,00050,399,2,01
230,1,1,4,007,00050,399,2,01
231,1,1,4,007,00050,399,2,01
232,1,1,4,007,00050,399,2,01
233,1,1,4,007,00050,399,2,01
234,1,1,3,006,00051,381,2,01
235,1,1,3,006,00051,381,2,01
236,1,1,3,006,00051,381,2,01
237,1,1,3,006,00051,381,2,01
238,1,1,3,006,00051,381,2,01
239,1,1,2,005,00052,348,2,01
240,1,1,2,005,00052,348,2,01
241,1,1,2,005,00052,348,2,01
242,1,1,2,005,00052,348,2,01
243,1,1,2,005,00052,348,2,01
244,1,1,3,006,00053,340,2,01
245,1,1,3,006,00053,340,2,01
246,1,1,3,006,00053,340,2,01
247,1,1,3,006,00053,340,2,01
248,2,1,3,006,00053,340,2,01
249,1,1,3,006,00054,370,2,01
250,1,1,3,006,00054,370,2,01
251,1,1,3,006,00054,370,2,01
252,1,1,3,006,00054,370,2,01
253,1,1,4,007,00055,376,2,01
254,1,1,4,007,00055,376,2,01
255,1,1,4,007,00055,376,2,01
256,1,1,4,007,00055,376,2,01
257,1,1,4,007,00056,369,2,01
258,1,1,4,007,00056,369,2,01
259,1,1,4,007,00056,369,2,01
260,1,1,4,007,00056,369,2,01
261,1,1,4,007,00056,369,2,01
262,1,1,2,005,00057,373,2,01
263,1,1,2,005,00057,373,2,01
264,1,1,2,005,00057,373,2,01
265,1,1,2,005,00057,373,2,01
266,1,1,2,005,00057,373,2,01
267,1,1,3,006,00058,394,2,01
268,1,1,3,006,00058,394,2,01
269,1,1,3,006,00058,394,2,01
270,1,1,3,006,00058,394,2,01
271,1,1,3,006,00058,394,2,01
272,1,1,2,005,00059,366,2,01
273,1,1,2,005,00059,366,2,01
274,1,1,2,005,00059,366,2,01
275,1,1,2,005,00059,366,2,01
276,1,1,2,005,00059,366,2,01
277,1,1,2,005,00060,349,2,01
278,1,1,2,005,00060,349,2,01
279,1,1,2,005,00060,349,2,01
280,1,1,2,005,00060,349,2,01
281,1,1,3,006,00061,332,2,01
282,1,1,3,006,00061,332,2,01
283,1,1,3,006,00061,332,2,01
284,1,1,3,006,00061,332,2,01
285,1,1,3,006,00062,351,2,01
286,1,1,3,006,00062,351,2,01
287,1,1,3,006,00062,351,2,01
288,1,1,3,006,00063,375,2,01
289,1,1,3,006,00063,375,2,01
290,1,1,3,006,00063,375,2,01
291,1,1,3,006,00064,374,2,01
292,1,1,3,006,00064,374,2,01
293,1,1,3,006,00064,374,2,01
294,1,1,3,006,00064,374,2,01
295,1,1,3,006,00064,374,2,01
296,1,1,3,006,00065,363,2,01
297,1,1,3,006,00065,363,2,01
298,1,1,3,006,00065,363,2,01
299,1,1,3,006,00065,363,2,01
300,1,1,3,006,00065,363,2,01
301,1,1,4,007,00066,375,2,01
302,1,1,4,007,00066,375,2,01
303,1,1,4,007,00066,375,2,01
304,1,1,4,007,00067,406,2,01
305,1,1,4,007,00067,406,2,01
306,1,1,4,007,00067,406,2,01
307,1,1,4,007,00067,406,2,01
308,1,1,3,006,00068,383,2,01
309,1,1,3,006,00068,383,2,01
310,1,1,3,006,00068,383,2,01
311,1,1,3,006,00068,383,2,01
312,1,1,3,006,00068,383,2,01
313,1,1,4,007,00069,395,2,01
314,1,1,4,007,00069,395,2,01
315,1,1,4,007,00069,395,2,01
316,1,1,4,007,00069,395,2,01
317,1,1,4,007,00069,395,2,01
318,1,1,3,006,00070,324,2,01
319,1,1,3,006,00070,324,2,01
320,1,1,3,006,00070,324,2,01
321,1,1,3,006,00070,324,2,01
322,1,1,3,006,00070,324,2,01
323,1,1,3,006,00071,365,2,01
324,1,1,3,006,00071,365,2,01
325,1,1,3,006,00071,365,2,01
326,1,1,3,006,00071,365,2,01
327,1,1,3,006,00071,365,2,01
328,1,1,3,006,00072,295,2,01
329,1,1,3,006,00072,295,2,01
330,1,1,3,006,00072,295,2,01
331,1,1,3,006,00072,295,2,01
332,1,1,3,006,00072,295,2,01
333,1,1,2,005,00073,371,2,01
334,1,1,2,005,00073,371,2,01
335,1,1,2,005,00073,371,2,01
336,1,1,2,005,00073,371,2,01
337,1,1,3,006,00074,402,2,01
338,1,1,3,006,00074,402,2,01
339,1,1,3,006,00074,402,2,01
340,1,1,3,006,00074,402,2,01
341,2,1,3,006,00074,402,2,01
342,1,1,2,005,00075,362,2,01
343,1,1,2,005,00075,362,2,01
344,1,1,2,005,00075,362,2,01
345,1,1,2,005,00075,362,2,01
346,1,1,2,005,00075,362,2,01
347,1,1,3,006,00076,379,2,01
348,1,1,3,006,00076,379,2,01
349,1,1,3,006,00076,379,2,01
350,1,1,3,006,00076,379,2,01
351,1,1,3,006,00076,379,2,01
352,1,1,3,006,00077,365,2,01
353,1,1,3,006,00077,365,2,01
354,1,1,3,006,00077,365,2,01
355,1,1,3,006,00077,365,2,01
356,1,1,3,006,00077,365,2,01
357,1,1,2,005,00078,401,2,01
358,1,1,2,005,00078,401,2,01
359,1,1,2,005,00078,401,2,01
360,1,1,2,005,00078,401,2,01
361,1,1,2,005,00078,401,2,01
362,1,1,3,006,00079,364,2,01
363,1,1,3,006,00079,364,2,01
364,1,1,3,006,00079,364,2,01
365,1,1,3,006,00079,364,2,01
366,1,1,3,006,00080,355,2,01
367,1,1,3,006,00080,355,2,01
368,1,1,3,006,00080,355,2,01
369,1,1,3,006,00080,355,2,01
370,1,1,2,005,00081,328,2,01
371,1,1,2,005,00081,328,2,01
372,1,1,2,005,00081,328,2,01
373,1,1,2,005,00081,328,2,01
374,1,1,2,005,00081,328,2,01
375,1,1,3,006,00082,345,2,01
376,1,1,3,006,00082,345,2,01
377,1,1,3,006,00082,345,2,01
378,1,1,3,006,00082,345,2,01
379,1,1,3,006,00083,316,2,01
380,1,1,3,006,00083,316,2,01
381,1,1,3,006,00083,316,2,01
382,1,1,3,006,00083,316,2,01
383,1,1,3,006,00083,316,2,01
384,1,1,2,005,00084,358,2,01
385,1,1,2,005,00084,358,2,01
386,1,1,2,005,00084,358,2,01
387,1,1,2,005,00084,358,2,01
388,1,1,2,005,00084,358,2,01
389,1,1,3,006,00085,369,2,01
390,1,1,3,006,00085,369,2,01
391,1,1,3,006,00085,369,2,01
392,1,1,3,006,00085,369,2,01
393,1,1,3,006,00086,343,2,01
394,1,1,3,006,00086,343,2,01
395,1,1,3,006,00086,343,2,01
396,1,1,3,006,00086,343,2,01
397,1,1,2,005,00087,362,2,01
398,1,1,2,005,00087,362,2,01
399,1,1,2,005,00087,362,2,01
400,1,1,2,005,00087,362,2,01
401,1,1,2,005,00087,362,2,01
402,1,1,3,006,00088,380,2,01
403,1,1,3,006,00088,380,2,01
404,1,1,3,006,00088,380,2,01
405,1,1,3,006,00088,380,2,01
406,1,1,3,006,00088,380,2,01
407,1,1,4,007,00089,384,2,01
408,1,1,4,007,00089,384,2,01
409,1,1,4,007,00089,384,2,01
410,1,1,4,007,00089,384,2,01
411,1,1,4,007,00089,384,2,01
412,1,1,3,006,00090,337,2,01
413,1,1,3,006,00090,337,2,01
414,1,1,3,006,00090,337,2,01
415,1,1,3,006,00090,337,2,01
416,1,1,4,007,00091,410,2,01
417,1,1,4,007,00091,410,2,01
418,1,1,4,007,00091,410,2,01
419,1,1,4,007,00091,410,2,01
420,1,1,4,007,00091,410,2,01
421,1,1,4,007,00092,389,2,01
422,1,1,4,007,00092,389,2,01
423,1,1,4,007,00092,389,2,01
424,1,1,4,007,00092,389,2,01
425,1,1,4,007,00092,389,2,01
426,1,1,4,007,00093,375,2,01
427,1,1,4,007,00093,375,2,01
428,1,1,4,007,00093,375,2,01
429,1,1,4,007,00093,375,2,01
430,1,1,4,007,00093,375,2,01
431,1,1,4,007,00094,355,2,01
432,1,1,4,007,00094,355,2,01
433,1,1,4,007,00094,355,2,01
434,1,1,4,007,00094,355,2,01
435,1,1,4,007,00094,355,2,01
436,1,1,2,005,00095,352,2,01
437,1,1,2,005,00095,352,2,01
438,1,1,2,005,00095,352,2,01
439,1,1,2,005,00095,352,2,01
440,1,1,2,005,00095,352,2,01
441,1,1,2,005,00096,385,2,01
442,1,1,2,005,00096,385,2,01
443,1,1,2,005,00096,385,2,01
444,1,1,2,005,00096,385,2,01
445,1,1,2,005,00096,385,2,01
446,1,1,2,005,00097,416,2,01
447,1,1,2,005,00097,416,2,01
448,1,1,2,005,00097,416,2,01
449,1,1,2,005,00097,416,2,01
450,1,1,2,005,00098,403,2,01
451,1,1,2,005,00098,403,2,01
452,1,1,2,005,00098,403,2,01
453,1,1,2,005,00098,403,2,01
454,1,1,2,005,00098,403,2,01
455,1,1,2,005,00099,327,2,01
456,1,1,2,005,00099,327,2,01
457,1,1,2,005,00099,327,2,01
458,1,1,2,005,00099,327,2,01
459,1,1,2,005,00099,327,2,01
460,1,1,2,005,00100,444,2,01
461,1,1,2,005,00100,444,2,01
462,1,1,2,005,00100,444,2,01
463,1,1,2,005,00100,444,2,01
464,1,1,2,005,00100,444,2,01
465,1,1,2,005,00101,404,2,01
466,1,1,2,005,00101,404,2,01
467,1,1,2,005,00101,404,2,01
468,1,1,4,007,00102,369,2,01
469,1,1,4,007,00102,369,2,01
470,1,1,4,007,00102,369,2,01
471,1,1,4,007,00102,369,2,01
472,1,1,4,007,00102,369,2,01
473,1,1,4,007,00103,369,2,01
474,1,1,4,007,00103,369,2,01
475,1,1,4,007,00103,369,2,01
476,1,1,4,007,00103,369,2,01
477,1,1,4,007,00103,369,2,01
478,1,1,4,007,00104,392,2,01
479,1,1,4,007,00104,392,2,01
480,1,1,4,007,00104,392,2,01
481,1,1,4,007,00104,392,2,01
482,1,1,4,007,00104,392,2,01
483,1,1,4,007,00105,370,2,01
484,1,1,2,005,00106,353,2,01
485,1,1,2,005,00106,353,2,01
486,1,1,2,005,00106,353,2,01
487,1,1,2,005,00106,353,2,01
488,1,1,2,005,00106,353,2,01
489,1,1,4,007,00107,409,2,01
490,1,1,4,007,00107,409,2,01
491,1,1,4,007,00107,409,2,01
492,1,1,4,007,00107,409,2,01
493,1,1,4,007,00107,409,2,01
494,1,1,4,007,00108,542,2,01
495,1,1,4,007,00108,542,2,01
496,1,1,4,007,00108,542,2,01
497,1,1,4,007,00108,542,2,01
498,1,1,4,007,00109,354,2,01
499,1,1,4,007,00109,354,2,01
500,1,1,4,007,00109,354,2,01
501,1,1,4,007,00109,354,2,01
502,1,1,4,007,00109,354,2,01
503,1,1,3,006,00110,355,2,01
504,1,1,3,006,00110,355,2,01
505,1,1,3,006,00110,355,2,01
506,1,1,3,006,00110,355,2,01
507,1,1,3,006,00110,355,2,01
508,1,1,2,005,00111,347,2,01
509,1,1,2,005,00111,347,2,01
510,1,1,2,005,00111,347,2,01
511,1,1,2,005,00111,347,2,01
512,1,1,2,005,00111,347,2,01
513,1,1,2,005,00112,342,2,01
514,1,1,2,005,00112,342,2,01
515,1,1,2,005,00112,342,2,01
516,1,1,2,005,00112,342,2,01
517,1,1,2,005,00112,342,2,01
518,1,1,2,005,00113,309,2,01
519,1,1,2,005,00113,309,2,01
520,1,1,2,005,00113,309,2,01
521,1,1,2,005,00113,309,2,01
522,1,1,2,005,00113,309,2,01
523,1,1,2,005,00114,296,2,01
524,1,1,2,005,00114,296,2,01
525,1,1,2,005,00114,296,2,01
526,1,1,2,005,00114,296,2,01
527,1,1,4,007,00115,383,2,01
528,1,1,4,007,00115,383,2,01
529,1,1,4,007,00115,383,2,01
530,1,1,4,007,00115,383,2,01
531,1,1,4,007,00116,477,2,01
532,1,1,4,007,00116,477,2,01
533,1,1,4,007,00116,477,2,01
534,1,1,4,007,00116,477,2,01
535,1,1,4,007,00116,477,2,01
536,1,1,2,005,00117,338,2,01
537,1,1,2,005,00117,338,2,01
538,1,1,2,005,00117,338,2,01
539,1,1,2,005,00117,338,2,01
540,1,1,2,005,00118,357,2,01
541,1,1,2,005,00118,357,2,01
542,1,1,2,005,00118,357,2,01
543,1,1,2,005,00118,357,2,01
544,1,1,2,005,00118,357,2,01
545,1,1,2,005,00119,323,2,01
546,1,1,2,005,00119,323,2,01
547,1,1,2,005,00119,323,2,01
548,1,1,2,005,00119,323,2,01
549,1,1,2,005,00119,323,2,01
550,1,1,3,006,00120,360,2,01
551,1,1,3,006,00120,360,2,01
552,1,1,3,006,00120,360,2,01
553,1,1,3,006,00120,360,2,01
554,1,1,3,006,00120,360,2,01
555,1,1,2,005,00121,474,2,01
556,1,1,2,005,00121,474,2,01
557,1,1,2,005,00121,474,2,01
558,1,1,2,005,00121,474,2,01
559,1,1,2,005,00122,359,2,01
560,1,1,2,005,00122,359,2,01
561,1,1,2,005,00122,359,2,01
562,1,1,2,005,00122,359,2,01
563,1,1,2,005,00123,391,2,01
564,1,1,2,005,00123,391,2,01
565,1,1,2,005,00123,391,2,01
566,1,1,2,005,00123,391,2,01
567,1,1,2,005,00123,391,2,01
568,1,1,3,006,00124,228,2,01
569,1,1,3,006,00124,228,2,01
570,1,1,3,006,00124,228,2,01
571,1,1,3,006,00124,228,2,01
572,1,1,3,006,00124,228,2,01
573,1,1,2,005,00125,373,2,01
574,1,1,2,005,00125,373,2,01
575,1,1,2,005,00125,373,2,01
576,1,1,2,005,00125,373,2,01
577,1,1,2,005,00125,373,2,01
578,1,1,2,005,00126,361,2,01
579,1,1,2,005,00126,361,2,01
580,1,1,2,005,00126,361,2,01
581,1,1,2,005,00126,361,2,01
582,1,1,2,005,00126,361,2,01
583,1,1,2,005,00127,363,2,01
584,1,1,2,005,00127,363,2,01
585,1,1,2,005,00127,363,2,01
586,1,1,2,005,00127,363,2,01
587,1,1,2,005,00127,363,2,01
588,1,1,4,007,00128,433,2,01
589,1,1,4,007,00128,433,2,01
590,1,1,4,007,00128,433,2,01
591,1,1,4,007,00128,433,2,01
592,1,2,2,001,00129,518,2,01
593,1,2,2,001,00129,518,2,01
594,1,2,2,001,00129,518,2,01
595,1,2,2,001,00129,518,2,01
596,1,2,2,001,00129,518,2,01
597,1,2,2,001,00129,518,2,01
598,1,2,2,001,00129,518,2,01
599,1,2,2,001,00129,518,2,01
600,1,2,2,001,00129,518,2,01
601,1,2,2,001,00129,518,2,01
602,1,2,2,001,00129,518,2,01
603,1,2,2,001,00129,518,2,01
604,1,2,2,001,00129,518,2,01
605,1,2,2,001,00129,518,2,01
606,1,2,2,001,00129,518,2,01
607,1,2,2,001,00129,518,2,01
608,1,2,2,001,00129,518,2,01
609,1,2,2,008,00130,443,2,01
610,1,2,2,008,00130,443,2,01
611,1,2,2,008,00130,443,2,01
612,1,2,2,008,00130,443,2,01
613,1,2,2,008,00130,443,2,01
614,1,2,2,008,00131,580,2,01
615,1,2,2,008,00131,580,2,01
616,1,2,2,008,00131,580,2,01
617,1,2,2,008,00131,580,2,01
618,1,2,3,009,00132,287,2,01
619,1,2,3,009,00132,287,2,01
620,1,2,3,009,00132,287,2,01
621,1,2,3,009,00132,287,2,01
622,1,2,3,009,00132,287,2,01
623,1,2,3,009,00133,304,2,01
624,1,2,3,009,00133,304,2,01
625,1,2,3,009,00133,304,2,01
626,1,2,3,009,00133,304,2,01
627,1,2,3,009,00133,304,2,01
628,1,2,2,008,00134,490,2,01
629,1,2,2,008,00134,490,2,01
630,1,2,2,008,00134,490,2,01
631,1,2,2,008,00134,490,2,01
632,1,2,2,008,00134,490,2,01
633,1,2,2,008,00135,482,2,01
634,1,2,2,008,00135,482,2,01
635,1,2,2,008,00135,482,2,01
636,1,2,2,008,00135,482,2,01
637,1,2,2,008,00135,482,2,01
638,2,2,2,001,00136,495,2,01
639,1,2,2,001,00136,495,2,01
640,1,2,2,001,00136,495,2,01
641,1,2,2,001,00136,495,2,01
642,1,2,2,001,00136,495,2,01
643,1,2,2,001,00136,495,2,01
644,2,2,2,001,00136,495,2,01
645,1,2,2,001,00136,495,2,01
646,1,2,2,001,00136,495,2,01
647,1,2,2,001,00136,495,2,01
648,2,2,2,001,00136,495,2,01
649,1,2,2,001,00136,495,2,01
650,1,2,2,001,00136,495,2,01
651,1,2,2,001,00136,495,2,01
652,1,2,2,001,00136,495,2,01
653,1,2,2,001,00136,495,2,01
654,1,2,2,001,00136,495,2,01
655,1,2,2,001,00136,495,2,01
656,1,2,2,001,00136,495,2,01
657,1,2,2,001,00136,495,2,01
658,1,2,3,002,00137,197,2,01
659,1,2,3,002,00137,197,2,01
660,1,2,3,002,00137,197,2,01
661,1,2,3,002,00137,197,2,01
662,1,2,3,002,00137,197,2,01
663,1,2,3,002,00137,197,2,01
664,1,2,3,002,00137,197,2,01
665,1,2,3,002,00137,197,2,01
666,1,2,3,002,00137,197,2,01
667,1,2,3,002,00137,197,2,01
668,1,2,3,002,00137,197,2,01
669,1,2,3,002,00137,197,2,01
670,1,2,3,002,00137,197,2,01
671,1,2,3,002,00137,197,2,01
672,1,2,3,002,00137,197,2,01
673,1,2,3,002,00137,197,2,01
674,1,2,3,002,00137,197,2,01
675,1,2,3,002,00137,197,2,01
676,1,2,3,002,00137,197,2,01
677,1,2,3,002,00138,207,2,01
678,1,2,3,002,00138,207,2,01
679,1,2,3,002,00138,207,2,01
680,1,2,3,002,00138,207,2,01
681,1,2,3,002,00138,207,2,01
682,1,2,3,002,00138,207,2,01
683,1,2,3,002,00138,207,2,01
684,1,2,3,002,00138,207,2,01
685,1,2,3,002,00138,207,2,01
686,1,2,3,002,00138,207,2,01
687,1,2,3,002,00138,207,2,01
688,1,2,3,002,00138,207,2,01
689,1,2,3,002,00138,207,2,01
690,1,2,3,002,00138,207,2,01
691,1,2,3,002,00138,207,2,01
692,1,2,3,002,00138,207,2,01
693,1,2,3,002,00138,207,2,01
694,1,2,3,002,00138,207,2,01
695,1,2,3,002,00138,207,2,01
696,1,3,3,010,00139,314,2,01
697,1,3,3,010,00139,314,2,01
698,1,3,3,010,00139,314,2,01
699,1,3,3,010,00140,745,2,01
700,1,3,3,010,00140,745,2,01
701,1,3,3,010,00140,745,2,01
702,1,3,3,010,00140,745,2,01
703,1,3,3,010,00140,745,2,01
704,1,3,2,003,00141,641,2,01
705,1,3,2,003,00141,641,2,01
706,1,3,2,003,00141,641,2,01
707,1,3,2,003,00141,641,2,01
708,1,3,2,003,00141,641,2,01
709,1,3,2,003,00141,641,2,01
710,1,3,2,003,00141,641,2,01
711,1,3,2,003,00141,641,2,01
712,1,3,2,003,00141,641,2,01
713,1,3,2,003,00141,641,2,01
714,1,3,2,003,00141,641,2,01
715,1,3,2,003,00141,641,2,01
716,1,3,2,003,00141,641,2,01
717,1,3,2,003,00141,641,2,01
718,1,3,2,003,00141,641,2,01
719,2,3,2,003,00141,641,2,01
720,1,3,2,003,00141,641,2,01
721,1,3,2,003,00141,641,2,01
722,1,3,2,003,00141,641,2,01
723,1,3,2,003,00141,641,2,01
724,1,3,2,003,00142,587,2,01
725,1,3,2,003,00142,587,2,01
726,1,3,2,003,00142,587,2,01
727,1,3,2,003,00142,587,2,01
728,1,3,2,003,00142,587,2,01
729,1,3,2,003,00142,587,2,01
730,1,3,2,003,00142,587,2,01
731,1,3,2,003,00142,587,2,01
732,1,3,2,003,00142,587,2,01
733,1,3,2,003,00142,587,2,01
734,1,3,2,003,00142,587,2,01
